id,seed_id,pair_id,eval_context,difficulty,input,output,expected_answer,expected_citations,expected_assertions,task_completion_score,format_adherence_score,factuality_score,verdict,failure_mode,error_span,judge_rationale,judge_type
fr-0011,r-1a-objectifs,pair-08,retrieval,clear,Quels sont les objectifs de l'Unité 1A 'Qui suis-je ?' du manuel IB ?,"Les objectifs de l'Unité 1A sont : définir ce qui forme l'identité, étudier les traits de caractère, étudier et comparer différents styles de vie, comprendre des informations factuelles, et lire et interpréter des représentations graphiques **(IB-Identités §1A IDENTITÉS : QUI SUIS-JE ? / Objectifs — IB DP French B: Identités)**.","Objectifs 1A : définir l'identité, traits de caractère, comparer les styles de vie, infos factuelles, lire des graphiques.",IB-Identités §1A IDENTITÉS : QUI SUIS-JE ? / Objectifs,must_cite_doc_id=IB_DP_OXFORD_IDENTITES;must_contain=identité|personnalité;should_refuse=false,5,1,5,pass,none,,"Exact, cite IB-Identités §1A IDENTITÉS : QUI SUIS-JE ? / Objectifs — task 5 / format 1 / fact 5.",llm
fr-0012,r-sous-cultures,,retrieval,clear,Quelles sous-cultures sont abordées dans l'Unité 6B du manuel IB ?,"L'Unité 6B 'Sous-cultures' (thème Identités) explore les sous-cultures des jeunes, leurs codes vestimentaires, leurs valeurs, leurs musiques et leur place dans la société française **(IB-Identités §6B Sous-cultures — IB DP French B: Identités)**.","Unité 6B 'Sous-cultures' : sous-cultures jeunes, codes vestimentaires, valeurs, musiques, place dans la société.",IB-Identités §6B Sous-cultures,must_cite_doc_id=IB_DP_OXFORD_IDENTITES;must_contain=sous-culture;should_refuse=false,5,1,5,pass,none,,"Exact, cite IB-Identités §6B Sous-cultures — task 5 / format 1 / fact 5.",llm
fr-0013,r-langue-identite,pair-21,retrieval,clear,Quelle est la relation entre langue et identité selon l'Unité 6C du manuel IB ?,"L'Unité 6C 'Langue et identité' (thème Identités) montre que la langue façonne l'identité personnelle et collective ; elle aborde le bilinguisme, les dialectes et accents, et la francophonie comme communauté linguistique **(IB-Identités §6C Langue et identité — IB DP French B: Identités)**.","Unité 6C : la langue façonne l'identité ; bilinguisme, dialectes/accents, francophonie.",IB-Identités §6C Langue et identité,must_cite_doc_id=IB_DP_OXFORD_IDENTITES;must_contain=langue|identité;should_refuse=false,5,1,5,pass,none,,"Exact, cite IB-Identités §6C Langue et identité — task 5 / format 1 / fact 5.",llm
fr-0014,r-epreuve,pair-18,retrieval,clear,What is the IB DP French B exam structure (Niveau Moyen vs Niveau Supérieur)?,L'examen IB DP French B comprend les épreuves de Niveau Moyen (NM) et de Niveau Supérieur (NS) ; le manuel fournit des sujets d'examen types en PDF et des barèmes de notation pour les deux niveaux **(IB-Identités §Épreuve orale — IB DP French B: Identités)**.,Examen IB : épreuves NM et NS ; sujets types PDF + barèmes de notation.,IB-Identités §Épreuve orale,must_cite_doc_id=IB_DP_OXFORD_IDENTITES;must_contain=Niveau|épreuve;should_refuse=false,5,1,5,pass,none,,"Exact, cite IB-Identités §Épreuve orale — task 5 / format 1 / fact 5.",llm
fr-0015,r-ressources,pair-27,retrieval,clear,What digital resources does the IB course book offer per unit?,"Chaque unité IB propose de l'expression orale (entraînement à l'oral), de la compréhension orale (écoute avec audio), les réponses et transcriptions (corrigés et transcriptions) et de la grammaire, en PDF téléchargeables **(IB-Identités §Expression orale — IB DP French B: Identités)**.","Par unité : expression orale, compréhension orale (audio), réponses/transcriptions, grammaire (PDF).",IB-Identités §Expression orale,must_cite_doc_id=IB_DP_OXFORD_IDENTITES;must_contain=oral|écoute|grammaire;should_refuse=false,5,1,5,pass,none,,"Exact, cite IB-Identités §Expression orale — task 5 / format 1 / fact 5.",llm
fr-0016,r-croyances,pair-14,retrieval,clear,Que traite l'Unité 6A 'Croyances' du manuel IB ?,"L'Unité 6A 'Croyances' (thème Identités) aborde les croyances, les valeurs et les convictions qui participent à l'identité personnelle et collective.","Unité 6A 'Croyances' : croyances, valeurs et convictions dans l'identité.",IB-Identités §6A Croyances,must_cite_doc_id=IB_DP_OXFORD_IDENTITES;must_contain=croyance|valeur;should_refuse=false,5,0,5,fail,format_violation,(citation de section en ligne manquante),Réponse correcte mais la citation de section en ligne manque — format 0.,llm
fr-0017,r-voyages,,retrieval,borderline,Que dit le manuel IB sur les voyages (Unité 2B) ?,"L'Unité 2B 'Voyages' (thème Expériences) traite du tourisme, des récits de voyage, de la découverte d'autres cultures et du vocabulaire des déplacements **(IB-Expériences §2B Voyages — IB DP French B: Expériences)**.","Unité 2B 'Voyages' : tourisme, récits de voyage, découverte d'autres cultures, vocabulaire des déplacements.",IB-Expériences §2B Voyages,must_cite_doc_id=IB_DP_OXFORD_EXPERIENCES;must_contain=voyage|tourisme;should_refuse=false,3,1,5,pass,none,,Réponse principale correcte mais omet un détail secondaire — task 3.,hitl
fr-0018,r-loisirs,pair-22,retrieval,clear,Que couvre l'Unité 2A 'Loisirs' du manuel IB ?,"L'Unité 2A 'Loisirs' (thème Expériences) porte sur les activités de loisir, les passe-temps, le sport et la gestion du temps libre.","Unité 2A 'Loisirs' : activités de loisir, passe-temps, sport, temps libre.",IB-Expériences §2A Loisirs,must_cite_doc_id=IB_DP_OXFORD_EXPERIENCES;must_contain=loisir|sport;should_refuse=false,5,0,5,fail,format_violation,(citation de section en ligne manquante),Réponse correcte mais la citation de section en ligne manque — format 0.,llm
fr-0019,r-migrations,pair-24,retrieval,clear,Que dit l'Unité 2C 'Migrations' du manuel IB ?,"L'Unité 2C 'Migrations' (thème Expériences) aborde les migrations, l'immigration et l'émigration, l'exil et l'intégration dans une nouvelle société.","Unité 2C 'Migrations' : migrations, immigration/émigration, exil, intégration.",IB-Expériences §2C Migrations,must_cite_doc_id=IB_DP_OXFORD_EXPERIENCES;must_contain=migration|immigr;should_refuse=false,5,0,5,fail,format_violation,(citation de section en ligne manquante),Réponse correcte mais la citation de section en ligne manque — format 0.,llm
fr-0020,r-traditions,,retrieval,clear,Que traite l'Unité 7B 'Rites et traditions' du manuel IB ?,"L'Unité 7B 'Rites et traditions' (thème Expériences) explore les fêtes, les rites de passage, les coutumes et les traditions culturelles du monde francophone **(IB-Expériences §7B Rites et traditions — IB DP French B: Expériences)**.","Unité 7B : fêtes, rites de passage, coutumes et traditions francophones.",IB-Expériences §7B Rites et traditions,must_cite_doc_id=IB_DP_OXFORD_EXPERIENCES;must_contain=rite|tradition|fête;should_refuse=false,5,1,5,pass,none,,"Exact, cite IB-Expériences §7B Rites et traditions — task 5 / format 1 / fact 5.",llm
fr-0021,r-media,pair-23,retrieval,clear,Quels thèmes sont abordés dans 'Communication et média' (Unité 8A) du manuel IB ?,"L'Unité 8A 'Communication et média' (thème Ingéniosité humaine) examine les médias traditionnels et numériques, les réseaux sociaux, le rôle du journalisme et la diffusion de l'information. Ce point est développé précisément à la page 42 du manuel **(IB-Ingéniosité §8A Communication et média — IB DP French B: Ingéniosité humaine)**.","Unité 8A : médias traditionnels/numériques, réseaux sociaux, journalisme, diffusion de l'information.",IB-Ingéniosité §8A Communication et média,must_cite_doc_id=IB_DP_OXFORD_INGENIOSITE;must_contain=communication|média;should_refuse=false,5,1,2,fail,hallucination,précisément à la page 42 du manuel,Invente des chiffres non étayés par le chapitre — factuality 2.,llm
fr-0022,r-technologie,,retrieval,borderline,Que couvre l'Unité 8B 'Technologie' du manuel IB ?,"L'Unité 8B 'Technologie' (thème Ingéniosité humaine) aborde les nouvelles technologies, leur impact sur la vie quotidienne, l'intelligence artificielle et les questions éthiques liées au numérique **(IB-Ingéniosité §8B Technologie — IB DP French B: Ingéniosité humaine)**.","Unité 8B 'Technologie' : nouvelles technologies, impact quotidien, IA, éthique du numérique.",IB-Ingéniosité §8B Technologie,must_cite_doc_id=IB_DP_OXFORD_INGENIOSITE;must_contain=technolog|numérique;should_refuse=false,3,1,5,pass,none,,Réponse principale correcte mais omet un détail secondaire — task 3.,hitl
fr-0023,r-innovation,pair-20,retrieval,clear,Que traite l'Unité 3A 'Innovations' du manuel IB ?,"L'Unité 3A 'Innovations' (thème Ingéniosité humaine) explore la créativité, les inventions et innovations, et la capacité humaine à imaginer et à résoudre des problèmes **(IB-Ingéniosité §3A Innovations — IB DP French B: Ingéniosité humaine)**.","Unité 3A 'Innovations' : créativité, inventions, innovation, résolution de problèmes.",IB-Ingéniosité §3A Innovations,must_cite_doc_id=IB_DP_OXFORD_INGENIOSITE;must_contain=innovation|créativité;should_refuse=false,5,1,5,pass,none,,"Exact, cite IB-Ingéniosité §3A Innovations — task 5 / format 1 / fact 5.",llm
fr-0024,r-travail,,retrieval,clear,What does the IB DP textbook teach about 'le monde du travail' (Unit 9B)?,"L'Unité 9B 'Le monde du travail' (thème Organisation sociale) traite du milieu professionnel, des carrières, de l'équilibre entre vie professionnelle et vie privée, de l'éthique professionnelle et de l'évolution de l'emploi **(IB-OrgSoc §9B Le monde du travail — IB DP French B: Organisation sociale)**.","Unité 9B : milieu professionnel, carrières, équilibre vie pro/perso, éthique, évolution de l'emploi.",IB-OrgSoc §9B Le monde du travail,must_cite_doc_id=IB_DP_OXFORD_ORG_SOCIALE;must_contain=travail|métier;should_refuse=false,5,1,5,pass,none,,"Exact, cite IB-OrgSoc §9B Le monde du travail — task 5 / format 1 / fact 5.",llm
fr-0025,r-apprendre,pair-12,retrieval,clear,Que traite l'Unité 9A 'Apprendre' du manuel IB ?,"L'Unité 9A 'Apprendre' (thème Organisation sociale) porte sur l'éducation, les systèmes scolaires, les méthodes d'apprentissage et l'accès au savoir.","Unité 9A 'Apprendre' : éducation, systèmes scolaires, méthodes d'apprentissage, accès au savoir.",IB-OrgSoc §9A Apprendre,must_cite_doc_id=IB_DP_OXFORD_ORG_SOCIALE;must_contain=apprendre|éducation;should_refuse=false,5,0,5,fail,format_violation,(citation de section en ligne manquante),Réponse correcte mais la citation de section en ligne manque — format 0.,llm
fr-0026,r-engagement,pair-17,retrieval,clear,Que couvre l'Unité 4C 'Engagement' du manuel IB ?,Le manuel IB DP French B (Oxford) traite le thème Organisation sociale au niveau B1-B2 **(IB-OrgSoc §4C Engagement — IB DP French B: Organisation sociale)**.,"Unité 4C 'Engagement' : engagement citoyen, bénévolat, associations, vie de la communauté.",IB-OrgSoc §4C Engagement,must_cite_doc_id=IB_DP_OXFORD_ORG_SOCIALE;must_contain=engagement|bénévol|citoyen;should_refuse=false,1,1,5,fail,task_incomplete,(ne répond pas à la question posée),"Bien formaté et vrai, mais ne répond jamais à la question — task 1.",llm
fr-0027,r-eco,pair-16,retrieval,borderline,Qu'est-ce que l'éco-citoyenneté selon le manuel IB DP French B ?,"Ce point est abordé dans le manuel, mais les termes exacts dépendent du chapitre **(IB-Planète §5A PARTAGE DE LA PLANÈTE : QU'EST-CE QUE L'ÉCO-CITOYENNETÉ ? / Objectifs — IB DP French B: Partage de la planète)**.","Éco-citoyenneté (Unité 5A, 'Partage de la planète') : comparer les définitions Larousse/Robert, en élaborer une personnelle.",IB-Planète §5A PARTAGE DE LA PLANÈTE : QU'EST-CE QUE L'ÉCO-CITOYENNETÉ ? / Objectifs,must_cite_doc_id=IB_DP_OXFORD_PARTAGE;must_contain=éco-citoyen|environnement;should_refuse=false,2,1,5,fail,task_incomplete,(omet la réponse précise),Nomme le sujet et le cadre en grande partie mais omet la réponse précise — task 2 discutable.,hitl
fr-0028,r-droits,pair-15,retrieval,clear,Que dit le manuel IB sur les droits universels (Unité 10A) ?,"L'Unité 10A 'Droits universels' (thème Partage de la planète) aborde les droits humains, leur déclaration, les organisations internationales et la place des droits dans la société moderne **(IB-Planète §10A Droits universels — IB DP French B: Partage de la planète)**.","Unité 10A 'Droits universels' : droits humains, déclaration, organisations internationales, place des droits.",IB-Planète §10A Droits universels,must_cite_doc_id=IB_DP_OXFORD_PARTAGE;must_contain=droit;should_refuse=false,5,1,5,pass,none,,"Exact, cite IB-Planète §10A Droits universels — task 5 / format 1 / fact 5.",llm
fr-0029,r-environnement,,retrieval,clear,Que traite l'Unité 5B 'Environnement' du manuel IB ?,"L'Unité 5B 'Environnement' (thème Partage de la planète) aborde la protection de l'environnement, la pollution, le changement climatique et les gestes écologiques **(IB-Planète §5B Environnement — IB DP French B: Partage de la planète)**.","Unité 5B 'Environnement' : protection de l'environnement, pollution, changement climatique, gestes écologiques.",IB-Planète §5B Environnement,must_cite_doc_id=IB_DP_OXFORD_PARTAGE;must_contain=environnement|climat;should_refuse=false,5,1,5,pass,none,,"Exact, cite IB-Planète §5B Environnement — task 5 / format 1 / fact 5.",llm
fr-0030,r-presenter,,retrieval,borderline,Comment se présenter en français selon le manuel CBSE classe 9 ?,"Le manuel CBSE 9 enseigne à se présenter avec 'Je m'appelle...', 'J'ai ... ans' et 'J'habite à...' **(EJ-9 §J'apprends à me présenter : — CBSE Class 9: Entre Jeunes)**.","Se présenter : 'Je m'appelle...', 'J'ai ... ans', 'J'habite à...', 'Je suis...' (nationalité).",EJ-9 §J'apprends à me présenter :,must_cite_doc_id=CBSE_9_ENTREJEUNES;must_contain=Je m'appelle|présent;should_refuse=false,3,1,5,pass,none,,Réponse principale correcte mais omet que 'Je suis...' sert à indiquer la nationalité — task 3.,hitl
fr-0031,r-saluer,,retrieval,borderline,How do you greet someone in French per CBSE Class 9?,"En gros, on salue avec 'Bonjour' ou 'Salut' et on dit 'Au revoir' pour partir **(EJ-9 §J'apprends à saluer : — CBSE Class 9: Entre Jeunes)**.","Saluer : 'Bonjour', 'Salut', 'Bonsoir' ; 'Comment allez-vous ?' (formel) / 'Ça va ?' (informel) ; 'Au revoir'.",EJ-9 §J'apprends à saluer :,must_cite_doc_id=CBSE_9_ENTREJEUNES;must_contain=Bonjour|Salut;should_refuse=false,5,1,4,pass,none,,Correct avec une imprécision mineure ; reste exact — factuality 4.,hitl
fr-0032,r-famille,,retrieval,clear,Comment le vocabulaire de la famille est-il présenté en CBSE classe 9 ?,"CBSE 9 présente le vocabulaire de la famille à travers 'LA FAMILLE MARTIN' (Denis Martin, ses parents, sa cousine Catherine...) ; on y apprend père, mère, frère, sœur et cousin, avec un exercice d'arbre généalogique **(EJ-9 §LAFAMILLE MARTIN — CBSE Class 9: Entre Jeunes)**.","Vocabulaire de la famille via 'La Famille Martin' : père, mère, frère, sœur, cousin.",EJ-9 §LAFAMILLE MARTIN,must_cite_doc_id=CBSE_9_ENTREJEUNES;must_contain=famille|père|mère;should_refuse=false,5,1,5,pass,none,,"Exact, cite EJ-9 §LAFAMILLE MARTIN — task 5 / format 1 / fact 5.",llm
fr-0033,r-achats,,retrieval,clear,De quoi parle la Leçon 8 'Faire des achats' en CBSE classe 9 ?,"La Leçon 8 'Faire des achats' (Unité 3) porte sur le vocabulaire des courses (boulangerie, épicerie, supermarché, centre commercial), l'expression de l'opinion, le conditionnel de politesse, le pronom 'en' et les expressions de quantité **(EJ-9 §Faire des achats — CBSE Class 9: Entre Jeunes)**.","Leçon 8 'Faire des achats' (Unité 3) : vocabulaire des magasins, opinion, conditionnel de politesse, pronom 'en', quantités.",EJ-9 §Faire des achats,must_cite_doc_id=CBSE_9_ENTREJEUNES;must_contain=magasin|achat;should_refuse=false,5,1,5,pass,none,,"Exact, cite EJ-9 §Faire des achats — task 5 / format 1 / fact 5.",llm
fr-0034,r-francophonie,pair-19,retrieval,clear,Qu'apprend-on sur la francophonie dans CBSE Classe 9 ?,"La Leçon 12 'La Francophonie' couvre les pays francophones, la Journée de la Francophonie et des chanteurs et chanteuses francophones ; le Sénégal sert d'exemple détaillé, comme détaillé dans Espagnol Chapitre 2.","Leçon 12 'La Francophonie' : pays francophones, Journée de la Francophonie, chanteurs francophones ; Sénégal en exemple.",EJ-9 §La Francophonie,must_cite_doc_id=CBSE_9_ENTREJEUNES;must_contain=francophon|Sénégal;should_refuse=false,5,1,1,fail,hallucination,Espagnol Chapitre 2,"Cite un document/chapitre hors corpus — fabrication, factuality 1.",llm
fr-0035,r-unit1,,retrieval,clear,Quels sujets couvre l'Unité 1 de CBSE classe 9 selon la table des matières ?,"L'Unité 1 de CBSE 9 (Leçons 1 à 3 : 'La famille', 'Au lycée', 'Une journée de Pauline') couvre l'identité de base, le vocabulaire de l'école et de la famille, la routine quotidienne et des verbes simples adaptés au niveau A1 **(EJ-9 §TABLE DES MATIERES — CBSE Class 9: Entre Jeunes)**.","Unité 1 (Leçons 1-3) : identité, école, famille, routine quotidienne, verbes simples (A1).",EJ-9 §TABLE DES MATIERES,must_cite_doc_id=CBSE_9_ENTREJEUNES;must_contain=Leçon|Unité;should_refuse=false,5,1,5,pass,none,,"Exact, cite EJ-9 §TABLE DES MATIERES — task 5 / format 1 / fact 5.",llm
fr-0036,r-alphabet,,retrieval,clear,Que dit CBSE classe 9 sur l'alphabet et l'épellation ?,"CBSE 9 fait écouter et répéter l'alphabet français, puis demande à l'élève d'épeler son prénom et son nom **(EJ-9 §J'étudie l'alphabet : — CBSE Class 9: Entre Jeunes)**.","Alphabet : écouter et répéter, puis épeler son prénom et son nom.",EJ-9 §J'étudie l'alphabet :,must_cite_doc_id=CBSE_9_ENTREJEUNES;must_contain=alphabet|épel;should_refuse=false,5,1,5,pass,none,,"Exact, cite EJ-9 §J'étudie l'alphabet : — task 5 / format 1 / fact 5.",llm
fr-0037,r-articles,pair-13,retrieval,clear,What articles does CBSE Class 9 practise?,"CBSE 9 fait travailler les articles indéfinis 'un', 'une', 'des' et les articles définis 'le', 'la', 'les' dans des exercices à compléter. Ce point est développé précisément à la page 42 du manuel **(EJ-9 §I. Complète avec un, une, des, le, la, les — CBSE Class 9: Entre Jeunes)**.",Articles indéfinis un/une/des et définis le/la/les (exercices à compléter).,"EJ-9 §I. Complète avec un, une, des, le, la, les",must_cite_doc_id=CBSE_9_ENTREJEUNES;must_contain=article|un|une;should_refuse=false,5,1,2,fail,hallucination,précisément à la page 42 du manuel,Invente des chiffres non étayés par le chapitre — factuality 2.,llm
fr-0038,r-pollution,,retrieval,clear,Que couvre CBSE classe 10 sur la pollution et l'environnement ?,"CBSE Classe 10 aborde le réchauffement de la planète, les usines et les voitures polluantes, l'énergie renouvelable, le recyclage et la protection de la nature **(EJ-10 §Je découvre: — CBSE Class 10: Entre Jeunes)**.","CBSE 10 : réchauffement, usines/voitures polluantes, énergie renouvelable, recyclage, protection de la nature.",EJ-10 §Je découvre:,must_cite_doc_id=CBSE_10_ENTREJEUNES;must_contain=pollu|environnement|recycl;should_refuse=false,5,1,5,pass,none,,"Exact, cite EJ-10 §Je découvre: — task 5 / format 1 / fact 5.",llm
fr-0039,r-accent-grave,,retrieval,clear,What is the poem 'L'Accent Grave' by Prévert about in CBSE Class 10?,"Ce point est abordé dans le manuel, mais les termes exacts dépendent du chapitre **(EJ-10 §L'Accent Grave — CBSE Class 10: Entre Jeunes)**.","'L'Accent Grave' (Prévert, CBSE 10) : jeu sur l'accent grave, reprise d'un vers de Hamlet, dialogue prof/élève.",EJ-10 §L'Accent Grave,must_cite_doc_id=CBSE_10_ENTREJEUNES;must_contain=Prévert|accent;should_refuse=false,2,1,5,fail,task_incomplete,(omet la réponse précise),Mentionne le sujet mais ne donne aucune réponse précise — task 2.,llm
fr-0040,r-1a-objectifs,,retrieval,clear,What are the objectives of IB Unit 1A 'Qui suis-je?'?,"Les objectifs de l'Unité 1A sont : définir ce qui forme l'identité, étudier les traits de caractère, étudier et comparer différents styles de vie, comprendre des informations factuelles, et lire et interpréter des représentations graphiques **(IB-Identités §1A IDENTITÉS : QUI SUIS-JE ? / Objectifs — IB DP French B: Identités)**.","Objectifs 1A : définir l'identité, traits de caractère, comparer les styles de vie, infos factuelles, lire des graphiques.",IB-Identités §1A IDENTITÉS : QUI SUIS-JE ? / Objectifs,must_cite_doc_id=IB_DP_OXFORD_IDENTITES;must_contain=identité|personnalité;should_refuse=false,5,1,5,pass,none,,"Exact, cite IB-Identités §1A IDENTITÉS : QUI SUIS-JE ? / Objectifs — task 5 / format 1 / fact 5.",llm
fr-0041,r-sous-cultures,,retrieval,clear,What does IB Unit 6B 'Sous-cultures' cover?,"L'Unité 6B 'Sous-cultures' (thème Identités) explore les sous-cultures des jeunes, leurs codes vestimentaires, leurs valeurs, leurs musiques et leur place dans la société française **(IB-Identités §6B Sous-cultures — IB DP French B: Identités)**.","Unité 6B 'Sous-cultures' : sous-cultures jeunes, codes vestimentaires, valeurs, musiques, place dans la société.",IB-Identités §6B Sous-cultures,must_cite_doc_id=IB_DP_OXFORD_IDENTITES;must_contain=sous-culture;should_refuse=false,5,1,5,pass,none,,"Exact, cite IB-Identités §6B Sous-cultures — task 5 / format 1 / fact 5.",llm
