id,seed_id,pair_id,eval_context,difficulty,input,output,expected_answer,expected_citations,expected_assertions,task_completion_score,format_adherence_score,factuality_score,verdict,failure_mode,error_span,judge_rationale,judge_type
ins-0015,ssb-death-docs,,retrieval,clear,What documents are needed for a death claim under Saral Suraksha Bima?,"A death claim requires a completed claim form, the Death Certificate and original FIR, the original Panchnama and the post-mortem report (SSB cl.3 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*","Claim form, Death Certificate, FIR, Panchnama, post-mortem.",SSB cl.3,must_cite=SSB cl.3;must_contain=death certificate|FIR;should_refuse=false,5,1,5,pass,none,,"Accurate, cites SSB cl.3, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0016,ssb-claim-notice,,retrieval,clear,How soon must I notify a claim under Saral Suraksha Bima?,"Notice must be given to the call centre immediately and in writing, and in any case within one calendar month after the death (SSB cl.3 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",Notify immediately; within one calendar month after death.,SSB cl.3,must_contain=notice|claim;should_refuse=false,5,1,5,pass,none,,"Accurate, cites SSB cl.3, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0017,ssb-arbitration,,retrieval,clear,How are disputes resolved under Saral Suraksha Bima?,"Disputes over quantum go to a sole arbitrator, or a panel of three if the parties cannot agree within 30 days, under the Arbitration and Conciliation Act 1996 (SSB cl.4 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",Sole arbitrator / panel of 3; Arbitration & Conciliation Act 1996.,SSB cl.4,must_contain=arbitrat;should_refuse=false,5,1,5,pass,none,,"Accurate, cites SSB cl.4, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0018,ssb-geo,,retrieval,clear,What is the geographical scope of Saral Suraksha Bima?,"The geographical scope is India, and all claims are payable in Indian currency only (SSB cl.4 — Saral Suraksha Bima Standard Personal Accident Policy).",India only; claims in Indian currency.,SSB cl.4,must_contain=India;should_refuse=false,5,0,5,fail,format_violation,(missing mandatory disclaimer footer),Answer correct and cited but the disclaimer footer is missing — format 0.,llm
ins-0019,ssb-renewal,,retrieval,clear,Up to what age is Saral Suraksha Bima renewable?,"The policy is renewable with a ceasing age of 80 years, and must be renewed within 15 days of expiry to maintain continuity (SSB cl.4 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",Ceasing age 80; renew within 15 days of expiry.,SSB cl.4,must_contain=80|renew;should_refuse=false,5,1,5,pass,none,,"Accurate, cites SSB cl.4, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0020,ssb-shortperiod,,retrieval,clear,What refund do I get if I cancel Saral Suraksha Bima early?,"On cancellation by you, 25% of the annual premium is retained if cancelled within one month, rising to 50% up to three months (provided no claim was made) (SSB cl.4 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*","Short-period: 25% retained <=1mo, 50% <=3mo, etc.",SSB cl.4,must_contain=premium|refund;should_refuse=false,5,1,5,pass,none,,"Accurate, cites SSB cl.4, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0021,ssb-settlement,,retrieval,clear,How quickly is a settled claim paid under Saral Suraksha Bima?,"Once a settlement offer is accepted, payment is made within 7 days; delayed payment carries interest at 2% above the bank rate (SSB cl.4 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",Pay within 7 days of acceptance; delay interest 2% above bank rate.,SSB cl.4,must_contain=7|interest;should_refuse=false,5,1,5,pass,none,,"Accurate, cites SSB cl.4, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0022,ssb-contribution,,retrieval,clear,What if I have other insurance covering the same loss under Saral Suraksha Bima?,"If other insurance covers the same loss, the insurer pays only its rateable proportion, except critical-illness cover, which is paid in excess (SSB cl.4 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",Rateable proportion if other cover exists; CI paid in excess.,SSB cl.4,must_contain=rateable|contribution;should_refuse=false,5,1,5,pass,none,,"Accurate, cites SSB cl.4, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0023,arogya-si-range,pair-02,retrieval,clear,What sum insured range does Arogya Sanjeevani offer?,"Sum insured options range from Rs.1,00,000 to Rs.5,00,000, in multiples of Rs.50,000 (Arogya cl.1 — Arogya Sanjeevani Standard Health Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*","SI Rs.1 lakh to Rs.5 lakh, in multiples of Rs.50,000.",Arogya cl.1,must_cite=Arogya cl.1;must_contain=sum insured;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Arogya cl.1, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0024,arogya-extension,pair-01,retrieval,clear,Can Arogya Sanjeevani offer sum insured above Rs.5 lakh?,"Insurers may now offer sum insured below Rs.1 lakh or above Rs.5 lakh, subject to their underwriting policy, in multiples of Rs.50,000. The benefit is capped at Rs.2,00,000 per policy year (Arogya cl.2 — Arogya Sanjeevani Standard Health Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*","Amendment allows SI below Rs.1 lakh / above Rs.5 lakh, subject to underwriting.",Arogya cl.2,must_cite=Arogya cl.2;must_contain=sum insured;should_refuse=false,5,1,2,fail,hallucination,"capped at Rs.2,00,000 per policy year",Invents figures not supported by the clause — factuality 2.,llm
ins-0025,arogya-who,pair-04,retrieval,clear,Who offers the Arogya Sanjeevani Policy?,"Arogya Sanjeevani is a standard health product that IRDAI requires all general and health insurers to offer (Arogya cl.1 — Arogya Sanjeevani Standard Health Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",IRDAI-mandated standard product; all general/health insurers.,Arogya cl.1,must_cite=Arogya cl.1;must_contain=IRDAI|insurer;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Arogya cl.1, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0026,arogya-premium-filing,,retrieval,clear,How are Arogya Sanjeevani premium rates filed after the amendment?,"Premium-rate tables for the revised sum-insured slabs are filed on a certification basis under the minor-modifications guidelines (Arogya cl.3 — Arogya Sanjeevani Standard Health Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",Premium tables filed on certification basis for revised SI slabs.,Arogya cl.3,must_cite=Arogya cl.3;must_contain=premium;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Arogya cl.3, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0027,arogya-what,pair-03,retrieval,clear,What is the indexed Arogya Sanjeevani document?,"The indexed Arogya Sanjeevani document is an IRDAI amendment circular dated 7 July 2020 dealing with sum-insured extension and premium filing (Arogya cl.1 — Arogya Sanjeevani Standard Health Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",IRDAI amendment circular (7 Jul 2020): SI extension + premium filing.,Arogya cl.1,must_contain=IRDAI|amendment;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Arogya cl.1, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0028,sjb-what,,retrieval,clear,What is covered under Saral Jeevan Bima?,"Saral Jeevan Bima is a non-linked, non-participating pure-risk term life plan that pays the Sum Assured as a lump sum to the nominee on the life assured's death during the policy term, as detailed in the Motor Policy cl.9 — Motor Policy. *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",Pure-risk term life; pays Sum Assured lump sum to nominee on death during the term.,SJB cl.1,must_cite=SJB cl.1;must_contain=death|Sum Assured;should_refuse=false,5,1,1,fail,hallucination,Motor Policy cl.9 — Motor Policy,"Cites a document/clause outside the corpus — fabrication, factuality 1.",llm
ins-0029,sjb-maturity,,retrieval,clear,Does Saral Jeevan Bima pay anything on maturity?,"No maturity benefit is payable — Saral Jeevan Bima is a pure term insurance plan. *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",No maturity benefit; pure term plan.,SJB cl.7,must_cite=SJB cl.7;must_contain=no|maturity;should_refuse=false,5,0,5,fail,format_violation,(missing inline clause citation),Answer correct but the inline clause citation is missing — format 0.,llm
ins-0030,sjb-entry-age,,retrieval,clear,What are the minimum and maximum ages to buy Saral Jeevan Bima?,"The minimum age at entry is 18 years and the maximum is 65 years (SJB cl.2 — Saral Jeevan Bima Standard Term Life Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*","Minimum entry age 18, maximum 65.",SJB cl.2,must_cite=SJB cl.2;must_contain=18|65;should_refuse=false,5,1,5,pass,none,,"Accurate, cites SJB cl.2, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0031,sjb-term,,retrieval,borderline,What is the minimum and maximum term of Saral Jeevan Bima?,"The minimum policy term is 5 years and the maximum is 35 years (SJB cl.3 — Saral Jeevan Bima Standard Term Life Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",Term 5 to 40 years.,SJB cl.3,must_cite=SJB cl.3;must_contain=5|40;should_refuse=false,5,1,3,fail,hallucination,maximum is 35 years,Subtle factual drift ('maximum is 35 years') vs the clause — factuality 3.,hitl
ins-0032,sjb-sum-assured,,retrieval,clear,What is the minimum and maximum sum assured for Saral Jeevan Bima?,"The minimum sum assured is Rs.5,00,000 and the maximum is Rs.25,00,000; insurers may also offer higher amounts (SJB cl.4 — Saral Jeevan Bima Standard Term Life Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*","Min Rs.5 lakh, max Rs.25 lakh (higher optional).",SJB cl.4,"must_cite=SJB cl.4;must_contain=5,00,000|25,00,000;should_refuse=false",5,1,5,pass,none,,"Accurate, cites SJB cl.4, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0033,sjb-premium-options,,retrieval,clear,How can I pay premiums under Saral Jeevan Bima?,"Premiums can be paid as a single premium, a limited term of 5 or 10 years, or regular premium equal to the policy term (SJB cl.5 — Saral Jeevan Bima Standard Term Life Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*","Single, limited (5/10 yr), or regular premium.",SJB cl.5,must_cite=SJB cl.5;must_contain=single|regular;should_refuse=false,5,1,5,pass,none,,"Accurate, cites SJB cl.5, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0034,sjb-waiting,,retrieval,clear,What is the waiting period before Saral Jeevan Bima risk cover starts?,"A waiting period of 45 days applies from commencement of risk; during it, non-accidental death claims are limited to 100% of the premiums paid excluding taxes, as detailed in the Motor Policy cl.9 — Motor Policy. *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",45-day waiting period; non-accidental death limited to premiums paid.,SJB cl.9,must_cite=SJB cl.9;must_contain=45|waiting;should_refuse=false,5,1,1,fail,hallucination,Motor Policy cl.9 — Motor Policy,"Cites a document/clause outside the corpus — fabrication, factuality 1.",llm
ins-0035,sjb-freelook,,retrieval,clear,Can I cancel Saral Jeevan Bima soon after buying and get a refund?,"Premiums can be refunded within the 15-day free-look period (30 days for online purchase), less medical, stamp-duty and proportionate risk-premium deductions. *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*","15-day free-look (30 for online), refund less deductions.",SJB cl.11,must_cite=SJB cl.11;must_contain=15|free-look;should_refuse=false,5,0,5,fail,format_violation,(missing inline clause citation),Answer correct but the inline clause citation is missing — format 0.,llm
ins-0036,sjb-surrender,,retrieval,clear,What happens if I stop paying Saral Jeevan Bima premiums?,"No surrender value is payable; however a policy cancellation value applies for single premium and for limited premium after at least 2 years' premiums (SJB cl.12 — Saral Jeevan Bima Standard Term Life Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",No surrender value; cancellation value for single/limited premium.,SJB cl.12,must_cite=SJB cl.12;must_contain=no|surrender;should_refuse=false,5,1,5,pass,none,,"Accurate, cites SJB cl.12, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0037,ssb-what,,retrieval,clear,What is Saral Suraksha Bima in simple terms?,"Saral Suraksha Bima is a personal accident policy covering accidental death, permanent total disability and permanent partial disability, with a critical-illness section (SSB cl.1 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*","Personal accident cover: accidental death, PTD, PPD; plus critical illness.",SSB cl.1,must_contain=accident|disability;should_refuse=false,5,1,5,pass,none,,"Accurate, cites SSB cl.1, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0038,ssb-death-benefit,,retrieval,clear,How much is paid on accidental death under Saral Suraksha Bima?,"Accidental death is compensated at 100% of the Capital Sum Insured under the Table of Benefits (SSB cl.2 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",Accidental death = 100% of Capital Sum Insured.,SSB cl.2,must_contain=accidental|100;should_refuse=false,5,1,5,pass,none,,"Accurate, cites SSB cl.2, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0039,ssb-ptd,,retrieval,clear,How much does Saral Suraksha Bima pay for permanent total disablement?,"Permanent total and absolute disablement is compensated at 100% of the Capital Sum Insured (SSB cl.2 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",PTD = 100% of Capital Sum Insured.,SSB cl.2,must_contain=disability|100;should_refuse=false,5,1,5,pass,none,,"Accurate, cites SSB cl.2, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0040,ssb-partial,,retrieval,clear,How much is paid for loss of one eye or one limb under Saral Suraksha Bima?,"Loss of sight in one eye, or of one hand or one foot, is compensated at 50% of the Capital Sum Insured (SSB cl.2 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",Loss of one eye/hand/foot = 50% of Capital Sum Insured.,SSB cl.2,must_contain=50|disability;should_refuse=false,5,1,5,pass,none,,"Accurate, cites SSB cl.2, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0041,ssb-ped,,retrieval,borderline,What counts as a pre-existing condition in Saral Suraksha Bima?,"Pre-existing conditions are those going back roughly four years before your first policy (SSB cl.1 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",PED = signs/diagnosis/treatment within 48 months before first policy.,SSB cl.1,must_contain=48|pre-existing;should_refuse=false,5,1,4,pass,none,,Correct with a minor imprecision; still accurate — factuality 4.,hitl
ins-0042,ssb-death-docs,,retrieval,clear,What paperwork does a Saral Suraksha Bima death claim require?,"A death claim requires a completed claim form, the Death Certificate and original FIR, the original Panchnama and the post-mortem report (SSB cl.3 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*","Claim form, Death Certificate, FIR, Panchnama, post-mortem.",SSB cl.3,must_cite=SSB cl.3;must_contain=death certificate|FIR;should_refuse=false,5,1,5,pass,none,,"Accurate, cites SSB cl.3, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0043,ssb-claim-notice,,retrieval,clear,What is the claim-intimation timeline under Saral Suraksha Bima?,"Notice must be given to the call centre immediately and in writing, and in any case within one calendar month after the death (SSB cl.3 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",Notify immediately; within one calendar month after death.,SSB cl.3,must_contain=notice|claim;should_refuse=false,5,1,5,pass,none,,"Accurate, cites SSB cl.3, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0044,ssb-arbitration,,retrieval,clear,What is the arbitration process under Saral Suraksha Bima?,"Disputes over quantum go to a sole arbitrator, or a panel of three if the parties cannot agree within 30 days, under the Arbitration and Conciliation Act 1996 (SSB cl.4 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",Sole arbitrator / panel of 3; Arbitration & Conciliation Act 1996.,SSB cl.4,must_contain=arbitrat;should_refuse=false,5,1,5,pass,none,,"Accurate, cites SSB cl.4, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0045,ssb-geo,,retrieval,clear,Where are Saral Suraksha Bima claims payable?,"The geographical scope is India, and all claims are payable in Indian currency only (SSB cl.4 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",India only; claims in Indian currency.,SSB cl.4,must_contain=India;should_refuse=false,5,1,5,pass,none,,"Accurate, cites SSB cl.4, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0046,ssb-renewal,,retrieval,clear,What is the renewal condition for Saral Suraksha Bima?,"The policy is renewable with a ceasing age of 80 years, and must be renewed within 15 days of expiry to maintain continuity (SSB cl.4 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",Ceasing age 80; renew within 15 days of expiry.,SSB cl.4,must_contain=80|renew;should_refuse=false,5,1,5,pass,none,,"Accurate, cites SSB cl.4, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0047,ssb-shortperiod,,retrieval,clear,How is the premium refund calculated on cancelling Saral Suraksha Bima?,"On cancellation by you, 25% of the annual premium is retained if cancelled within one month, rising to 50% up to three months (provided no claim was made) (SSB cl.4 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*","Short-period: 25% retained <=1mo, 50% <=3mo, etc.",SSB cl.4,must_contain=premium|refund;should_refuse=false,5,1,5,pass,none,,"Accurate, cites SSB cl.4, disclaimer present — task 5 / format 1 / fact 5.",llm
ins-0048,ssb-settlement,,retrieval,clear,What happens if the insurer delays my Saral Suraksha Bima claim payment?,"This is addressed in the policy, though the exact terms depend on your schedule (SSB cl.4 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",Pay within 7 days of acceptance; delay interest 2% above bank rate.,SSB cl.4,must_contain=7|interest;should_refuse=false,2,1,5,fail,task_incomplete,(omits the specific answer),Mentions the topic but gives no specific answer — task 2.,llm
ins-0049,ssb-contribution,,retrieval,clear,How does contribution work under Saral Suraksha Bima?,"If other insurance covers the same loss, the insurer pays only its rateable proportion, except critical-illness cover, which is paid in excess. The benefit is capped at Rs.2,00,000 per policy year (SSB cl.4 — Saral Suraksha Bima Standard Personal Accident Policy). *This is not financial or medical advice. Your actual policy document supersedes any general wording. For specific claims or coverage queries, contact your insurer.*",Rateable proportion if other cover exists; CI paid in excess.,SSB cl.4,must_contain=rateable|contribution;should_refuse=false,5,1,2,fail,hallucination,"capped at Rs.2,00,000 per policy year",Invents figures not supported by the clause — factuality 2.,llm
