id,seed_id,pair_id,eval_context,difficulty,input,output,expected_answer,expected_citations,expected_assertions,task_completion_score,format_adherence_score,factuality_score,verdict,failure_mode,error_span,judge_rationale,judge_type
law-0011,contract-valid,pair-17,retrieval,clear,What constitutes a valid contract under the Indian Contract Act 1872?,"Under Section 10 of the Indian Contract Act 1872, an agreement is a contract if made by the free consent of parties competent to contract, for a lawful consideration and with a lawful object, and not expressly declared void **(Contract Act s.10 — Indian Contract Act 1872)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*","Contract Act s.10: free consent, competent parties, lawful consideration and object.",Contract Act s.10,must_cite=Contract Act s.10;must_contain=competent|free consent;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Contract Act s.10, footer present — task 5 / format 1 / fact 5.",llm
law-0012,contract-proposal,pair-16,retrieval,clear,How does the Contract Act define a proposal?,"Section 2 of the Indian Contract Act 1872 defines core terms — a proposal is when one person signifies to another his willingness to do or abstain from doing something with a view to obtaining assent, and covers acceptance, promise and consideration **(Contract Act s.2 — Indian Contract Act 1872)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*","Contract Act s.2: defines proposal, acceptance, promise and consideration.",Contract Act s.2,must_cite=Contract Act s.2;must_contain=proposal;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Contract Act s.2, footer present — task 5 / format 1 / fact 5.",llm
law-0013,contract-damages,pair-15,retrieval,clear,What does Section 73 of the Contract Act say about damages?,"Section 73 of the Indian Contract Act 1872 provides that when a contract is broken, the party who suffers is entitled to compensation for loss or damage that naturally arose in the usual course of things from the breach, but not for remote or indirect loss **(Contract Act s.73 — Indian Contract Act 1872)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",Contract Act s.73: compensation for loss naturally arising from breach; not remote loss.,Contract Act s.73,must_cite=Contract Act s.73;must_contain=compensation|breach;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Contract Act s.73, footer present — task 5 / format 1 / fact 5.",llm
law-0014,cp-consumer,pair-19,retrieval,clear,What is the definition of consumer under the Consumer Protection Act 2019?,"Section 2 of the Consumer Protection Act 2019 defines a consumer as a person who buys goods or hires services for consideration, but excludes a person who obtains goods for resale or for a commercial purpose **(CP s.2 — Consumer Protection Act 2019)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",CP s.2: buyer of goods/services for consideration; excludes resale/commercial purpose.,CP s.2,must_cite=CP s.2;must_contain=consumer;should_refuse=false,5,1,5,pass,none,,"Accurate, cites CP s.2, footer present — task 5 / format 1 / fact 5.",llm
law-0015,cp-complaint,pair-18,retrieval,clear,How does a consumer file a complaint under the CP Act 2019?,"Section 35 of the Consumer Protection Act 2019 allows a consumer to file a complaint before the District Commission where the value of the goods or services and compensation claimed is within its pecuniary jurisdiction **(CP s.35 — Consumer Protection Act 2019)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",CP s.35: complaint to the District Commission within its pecuniary jurisdiction.,CP s.35,must_cite=CP s.35;must_contain=complaint;should_refuse=false,5,1,5,pass,none,,"Accurate, cites CP s.35, footer present — task 5 / format 1 / fact 5.",llm
law-0016,cp-rights,pair-20,retrieval,clear,How can violations of consumer rights be raised to the CCPA?,Section 17 of the Consumer Protection Act 2019 allows a complaint about a violation of consumer rights to be forwarded to the Central Consumer Protection Authority (CCPA) by the District Collector **(CP s.17 — Consumer Protection Act 2019)**.,CP s.17: violation of consumer rights may be raised to the CCPA.,CP s.17,must_cite=CP s.17;must_contain=consumer rights;should_refuse=false,5,0,5,fail,format_violation,(missing mandatory not-legal-advice footer),Answer correct and cited but the mandatory footer is missing — format 0.,llm
law-0017,dpdp-personal-data,pair-22,retrieval,borderline,What is personal data under the DPDP Act 2023?,"Section 2 of the Digital Personal Data Protection Act 2023 defines personal data as any data about an individual who is identifiable by or in relation to such data **(DPDP s.2 — Digital Personal Data Protection Act 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",DPDP s.2: personal data = data about an identifiable individual.,DPDP s.2,must_cite=DPDP s.2;must_contain=personal data;should_refuse=false,3,1,5,pass,none,,Core answer correct but omits a secondary detail — task 3.,hitl
law-0018,dpdp-processing,pair-23,retrieval,clear,What are the grounds for processing personal data under the DPDP Act 2023?,"Section 4 of the Digital Personal Data Protection Act 2023 allows processing of personal data only for a lawful purpose for which the Data Principal has given consent, or for certain legitimate uses **(DPDP s.4 — Digital Personal Data Protection Act 2023)**.","DPDP s.4: processing only for a lawful purpose, on consent or legitimate uses.",DPDP s.4,must_cite=DPDP s.4;must_contain=processing|consent;should_refuse=false,5,0,5,fail,format_violation,(missing mandatory not-legal-advice footer),Answer correct and cited but the mandatory footer is missing — format 0.,llm
law-0019,dpdp-obligations,pair-21,retrieval,clear,What obligations does a Data Fiduciary have under the DPDP Act 2023?,"Section 8 of the Digital Personal Data Protection Act 2023 places general obligations on a Data Fiduciary, including ensuring accuracy of data, implementing reasonable security safeguards, and erasing personal data once the purpose is served. *This is not legal advice. For specific legal matters, consult a qualified advocate.*","DPDP s.8: Data Fiduciary duties — accuracy, security safeguards, erasure.",DPDP s.8,must_cite=DPDP s.8;must_contain=obligations|data fiduciary;should_refuse=false,5,0,5,fail,format_violation,(missing inline section citation),Answer correct but the inline section citation is missing — format 0.,llm
law-0020,bnss-fir,pair-07,retrieval,clear,What is the procedure for filing an FIR under BNSS 2023?,"Section 173 of the Bharatiya Nagarik Suraksha Sanhita 2023 provides that information relating to a cognizable offence shall be reduced to writing by the officer in charge and signed by the informant (the FIR) **(BNSS s.173 — Bharatiya Nagarik Suraksha Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",BNSS s.173: FIR — information on a cognizable offence recorded in writing.,BNSS s.173,must_cite=BNSS s.173;must_contain=cognizable;should_refuse=false,5,1,5,pass,none,,"Accurate, cites BNSS s.173, footer present — task 5 / format 1 / fact 5.",llm
law-0021,bnss-bail,pair-05,retrieval,clear,What does BNSS 2023 say about bail in non-bailable offences?,"Section 480 of the Bharatiya Nagarik Suraksha Sanhita 2023 empowers a court to grant bail in non-bailable offences subject to conditions, including whether there are reasonable grounds to believe the accused committed the offence. This provision also carries a fixed penalty of Rs.50,000 in all cases **(BNSS s.480 — Bharatiya Nagarik Suraksha Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*","BNSS s.480: bail in non-bailable offences, subject to conditions.",BNSS s.480,must_cite=BNSS s.480;must_contain=bail;should_refuse=false,5,1,2,fail,hallucination,"fixed penalty of Rs.50,000 in all cases",Invents figures/terms not supported by the cited section — factuality 2.,llm
law-0022,bnss-definitions,pair-06,retrieval,borderline,What does BNSS Section 2 cover?,"Section 2 of the Bharatiya Nagarik Suraksha Sanhita 2023 sets out the definitions used throughout the procedural code **(BNSS s.2 — Bharatiya Nagarik Suraksha Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",BNSS s.2 = definitions used across the procedural code.,BNSS s.2,must_cite=BNSS s.2;must_contain=definitions;should_refuse=false,3,1,5,pass,none,,Core answer correct but omits a secondary detail — task 3.,hitl
law-0023,bsa-electronic,pair-09,retrieval,clear,What is the admissibility of electronic records under BSA 2023?,"Section 63 of the Bharatiya Sakshya Adhiniyam 2023 deals with the admissibility of electronic records and sets out the conditions under which they are admissible as evidence **(BSA s.63 — Bharatiya Sakshya Adhiniyam 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",BSA s.63: conditions for admissibility of electronic records.,BSA s.63,must_cite=BSA s.63;must_contain=electronic;should_refuse=false,5,1,5,pass,none,,"Accurate, cites BSA s.63, footer present — task 5 / format 1 / fact 5.",llm
law-0024,bsa-expert,pair-10,retrieval,clear,What does BSA 2023 say about expert opinions?,"Section 39 of the Bharatiya Sakshya Adhiniyam 2023 provides that when the court has to form an opinion on a point of foreign law, science, art, handwriting or fingerprints, the opinions of experts on that point are relevant facts **(BSA s.39 — Bharatiya Sakshya Adhiniyam 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",BSA s.39: opinions of experts are relevant facts on specialised points.,BSA s.39,must_cite=BSA s.39;must_contain=expert;should_refuse=false,5,1,5,pass,none,,"Accurate, cites BSA s.39, footer present — task 5 / format 1 / fact 5.",llm
law-0025,bsa-definitions,pair-08,retrieval,clear,What does BSA Section 2 define?,"Section 2 of the Bharatiya Sakshya Adhiniyam 2023 defines core terms such as evidence, including statements and documents produced for the court's inspection. *This is not legal advice. For specific legal matters, consult a qualified advocate.*","BSA s.2: definitions, including 'evidence'.",BSA s.2,must_cite=BSA s.2;must_contain=evidence;should_refuse=false,5,0,5,fail,format_violation,(missing inline section citation),Answer correct but the inline section citation is missing — format 0.,llm
law-0026,bns-murder,pair-01,retrieval,clear,What is the punishment for murder under BNS 2023?,"The Bharatiya Nyaya Sanhita 2023 is India's principal criminal code, replacing the Indian Penal Code **(BNS s.103 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*","BNS s.103: murder punishable by death or life imprisonment, plus fine.",BNS s.103,must_cite=BNS s.103;must_contain=death|imprisonment for life;should_refuse=false,1,1,5,fail,task_incomplete,(does not address the question asked),"On-format and true, but never answers the question — task 1.",llm
law-0027,bns-rape,,retrieval,borderline,How does the Bharatiya Nyaya Sanhita define rape?,"This is addressed in the indexed statutes, though the precise section wording should be checked **(BNS s.63 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*","BNS s.63 defines rape; s.64 = >=10 yrs rigorous imprisonment to life, plus fine.",BNS s.63,must_cite=BNS s.63;must_contain=rape;should_refuse=false,2,1,5,fail,task_incomplete,(omits the specific answer),Names the topic and mostly frames it but omits the specific answer — arguable task 2.,hitl
law-0028,bns-robbery,,retrieval,clear,How is robbery defined under the Bharatiya Nyaya Sanhita 2023?,"Section 309 of the Bharatiya Nyaya Sanhita 2023 provides that in all robbery there is either theft or extortion, and theft becomes robbery where force or fear of instant hurt is used to commit it or carry away the property **(BNS s.309 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",BNS s.309: robbery is theft or extortion with force / fear of instant hurt.,BNS s.309,must_cite=BNS s.309;must_contain=robbery;should_refuse=false,5,1,5,pass,none,,"Accurate, cites BNS s.309, footer present — task 5 / format 1 / fact 5.",llm
law-0029,bns-punishments,,retrieval,clear,What are the kinds of punishment under the Bharatiya Nyaya Sanhita?,"Section 4 of the Bharatiya Nyaya Sanhita 2023 lists the punishments as death, imprisonment for life, imprisonment, forfeiture of property, fine, and community service **(BNS s.4 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*","BNS s.4: death, life imprisonment, imprisonment, forfeiture, fine, community service.",BNS s.4,must_cite=BNS s.4;must_contain=punishment;should_refuse=false,5,1,5,pass,none,,"Accurate, cites BNS s.4, footer present — task 5 / format 1 / fact 5.",llm
law-0030,bns-definitions,,retrieval,borderline,Where are the definitions in the Bharatiya Nyaya Sanhita 2023?,"Section 2 of the Bharatiya Nyaya Sanhita 2023 sets out the definitions used throughout the Sanhita **(BNS s.2 — Bharatiya Nyaya Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",BNS s.2 = definitions used across the Sanhita.,BNS s.2,must_cite=BNS s.2;must_contain=definitions;should_refuse=false,3,1,5,pass,none,,Core answer correct but omits a secondary detail — task 3.,hitl
law-0031,const-life,,retrieval,borderline,What does Article 21 protect?,"Article 21 broadly protects life and personal liberty, subject to lawful procedure **(Art. 21 — Constitution of India)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",Art. 21: no deprivation of life or personal liberty except by procedure established by law.,Art. 21,must_cite=Art. 21;must_contain=life and personal liberty;should_refuse=false,5,1,4,pass,none,,Correct with a minor imprecision; still accurate — factuality 4.,hitl
law-0032,const-equality,,retrieval,clear,What is the right to equality under the Constitution?,"Article 14 provides that the State shall not deny to any person equality before the law or the equal protection of the laws within the territory of India **(Art. 14 — Constitution of India)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",Art. 14: equality before the law and equal protection of the laws.,Art. 14,must_cite=Art. 14;must_contain=equality;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Art. 14, footer present — task 5 / format 1 / fact 5.",llm
law-0033,const-freedom,,retrieval,clear,What does Article 19 guarantee?,"Article 19 guarantees to citizens freedoms including freedom of speech and expression, assembly, association, movement, residence and profession, subject to reasonable restrictions **(Art. 19 — Constitution of India)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*","Art. 19: freedoms of speech, assembly, association, movement, residence, profession.",Art. 19,must_cite=Art. 19;must_contain=freedom;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Art. 19, footer present — task 5 / format 1 / fact 5.",llm
law-0034,const-remedies,pair-14,retrieval,clear,What is Article 32 of the Constitution about?,"Article 32 guarantees the right to move the Supreme Court for enforcement of fundamental rights and empowers it to issue writs such as habeas corpus, mandamus, prohibition, quo warranto and certiorari, as codified in Section 99 of the Indian Penal Code 1860 **(IPC s.99 — Indian Penal Code 1860)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",Art. 32: right to move the Supreme Court for enforcement of fundamental rights; writs.,Art. 32,must_cite=Art. 32;must_contain=remedies;should_refuse=false,5,1,1,fail,hallucination,IPC s.99 — Indian Penal Code 1860,"Cites a statute/section outside the corpus — fabrication, factuality 1.",llm
law-0035,const-hc-writ,pair-12,retrieval,clear,What is Article 226 of the Constitution about?,"Article 226 confers power on High Courts to issue directions, orders or writs — including habeas corpus, mandamus, prohibition, quo warranto and certiorari — to any person or authority within their territorial jurisdiction **(Art. 226 — Constitution of India)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",Art. 226: High Court power to issue writs within its territorial jurisdiction.,Art. 226,must_cite=Art. 226;must_contain=High Court;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Art. 226, footer present — task 5 / format 1 / fact 5.",llm
law-0036,contract-valid,,retrieval,clear,When is an agreement a contract under Section 10?,"Under Section 10 of the Indian Contract Act 1872, an agreement is a contract if made by the free consent of parties competent to contract, for a lawful consideration and with a lawful object, and not expressly declared void **(Contract Act s.10 — Indian Contract Act 1872)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*","Contract Act s.10: free consent, competent parties, lawful consideration and object.",Contract Act s.10,must_cite=Contract Act s.10;must_contain=competent|free consent;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Contract Act s.10, footer present — task 5 / format 1 / fact 5.",llm
law-0037,contract-proposal,pair-16,retrieval,clear,How does the Contract Act define a proposal?,"Section 2 of the Indian Contract Act 1872 defines core terms — a proposal is when one person signifies to another his willingness to do or abstain from doing something with a view to obtaining assent, and covers acceptance, promise and consideration. This provision also carries a fixed penalty of Rs.50,000 in all cases **(Contract Act s.2 — Indian Contract Act 1872)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*","Contract Act s.2: defines proposal, acceptance, promise and consideration.",Contract Act s.2,must_cite=Contract Act s.2;must_contain=proposal;should_refuse=false,5,1,2,fail,hallucination,"fixed penalty of Rs.50,000 in all cases",Invents figures/terms not supported by the cited section — factuality 2.,llm
law-0038,contract-damages,,retrieval,clear,What compensation is payable when a contract is broken?,"Section 73 of the Indian Contract Act 1872 provides that when a contract is broken, the party who suffers is entitled to compensation for loss or damage that naturally arose in the usual course of things from the breach, but not for remote or indirect loss **(Contract Act s.73 — Indian Contract Act 1872)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",Contract Act s.73: compensation for loss naturally arising from breach; not remote loss.,Contract Act s.73,must_cite=Contract Act s.73;must_contain=compensation|breach;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Contract Act s.73, footer present — task 5 / format 1 / fact 5.",llm
law-0039,cp-consumer,pair-19,retrieval,clear,What is the definition of consumer under the Consumer Protection Act 2019?,"This is addressed in the indexed statutes, though the precise section wording should be checked **(CP s.2 — Consumer Protection Act 2019)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",CP s.2: buyer of goods/services for consideration; excludes resale/commercial purpose.,CP s.2,must_cite=CP s.2;must_contain=consumer;should_refuse=false,2,1,5,fail,task_incomplete,(omits the specific answer),Mentions the topic but gives no specific answer — task 2.,llm
law-0040,cp-complaint,,retrieval,clear,What does Section 35 of the Consumer Protection Act say?,"Section 35 of the Consumer Protection Act 2019 allows a consumer to file a complaint before the District Commission where the value of the goods or services and compensation claimed is within its pecuniary jurisdiction **(CP s.35 — Consumer Protection Act 2019)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",CP s.35: complaint to the District Commission within its pecuniary jurisdiction.,CP s.35,must_cite=CP s.35;must_contain=complaint;should_refuse=false,5,1,5,pass,none,,"Accurate, cites CP s.35, footer present — task 5 / format 1 / fact 5.",llm
law-0041,cp-rights,pair-20,retrieval,clear,How can violations of consumer rights be raised to the CCPA?,"Section 17 of the Consumer Protection Act 2019 allows a complaint about a violation of consumer rights to be forwarded to the Central Consumer Protection Authority (CCPA) by the District Collector **(CP s.17 — Consumer Protection Act 2019)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",CP s.17: violation of consumer rights may be raised to the CCPA.,CP s.17,must_cite=CP s.17;must_contain=consumer rights;should_refuse=false,5,1,5,pass,none,,"Accurate, cites CP s.17, footer present — task 5 / format 1 / fact 5.",llm
law-0042,dpdp-personal-data,pair-22,retrieval,clear,What is personal data under the DPDP Act 2023?,"This is addressed in the indexed statutes, though the precise section wording should be checked **(DPDP s.2 — Digital Personal Data Protection Act 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",DPDP s.2: personal data = data about an identifiable individual.,DPDP s.2,must_cite=DPDP s.2;must_contain=personal data;should_refuse=false,2,1,5,fail,task_incomplete,(omits the specific answer),Mentions the topic but gives no specific answer — task 2.,llm
law-0043,dpdp-processing,pair-23,retrieval,borderline,What are the grounds for processing personal data under the DPDP Act 2023?,"Section 4 allows data processing for a lawful purpose based on consent or legitimate uses **(DPDP s.4 — Digital Personal Data Protection Act 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*","DPDP s.4: processing only for a lawful purpose, on consent or legitimate uses.",DPDP s.4,must_cite=DPDP s.4;must_contain=processing|consent;should_refuse=false,5,1,4,pass,none,,Correct with a minor imprecision; still accurate — factuality 4.,hitl
law-0044,dpdp-obligations,pair-21,retrieval,borderline,What obligations does a Data Fiduciary have under the DPDP Act 2023?,"Section 8 obliges a Data Fiduciary to keep data accurate and secure **(DPDP s.8 — Digital Personal Data Protection Act 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*","DPDP s.8: Data Fiduciary duties — accuracy, security safeguards, erasure.",DPDP s.8,must_cite=DPDP s.8;must_contain=obligations|data fiduciary;should_refuse=false,3,1,5,pass,none,,Core answer correct but omits that it must erase personal data once the purpose is served — task 3.,hitl
law-0045,bnss-fir,pair-07,retrieval,clear,What is the procedure for filing an FIR under BNSS 2023?,"Section 173 of the Bharatiya Nagarik Suraksha Sanhita 2023 provides that information relating to a cognizable offence shall be reduced to writing by the officer in charge and signed by the informant (the FIR). *This is not legal advice. For specific legal matters, consult a qualified advocate.*",BNSS s.173: FIR — information on a cognizable offence recorded in writing.,BNSS s.173,must_cite=BNSS s.173;must_contain=cognizable;should_refuse=false,5,0,5,fail,format_violation,(missing inline section citation),Answer correct but the inline section citation is missing — format 0.,llm
law-0046,bnss-bail,,retrieval,clear,How is bail granted in non-bailable offences under BNSS?,"This is addressed in the indexed statutes, though the precise section wording should be checked **(BNSS s.480 — Bharatiya Nagarik Suraksha Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*","BNSS s.480: bail in non-bailable offences, subject to conditions.",BNSS s.480,must_cite=BNSS s.480;must_contain=bail;should_refuse=false,2,1,5,fail,task_incomplete,(omits the specific answer),Mentions the topic but gives no specific answer — task 2.,llm
law-0047,bnss-definitions,pair-06,retrieval,clear,What does BNSS Section 2 cover?,"This is addressed in the indexed statutes, though the precise section wording should be checked **(BNSS s.2 — Bharatiya Nagarik Suraksha Sanhita 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",BNSS s.2 = definitions used across the procedural code.,BNSS s.2,must_cite=BNSS s.2;must_contain=definitions;should_refuse=false,2,1,5,fail,task_incomplete,(omits the specific answer),Mentions the topic but gives no specific answer — task 2.,llm
law-0048,bsa-electronic,,retrieval,clear,What does BSA Section 63 say about electronic records?,"Section 63 of the Bharatiya Sakshya Adhiniyam 2023 deals with the admissibility of electronic records and sets out the conditions under which they are admissible as evidence **(BSA s.63 — Bharatiya Sakshya Adhiniyam 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",BSA s.63: conditions for admissibility of electronic records.,BSA s.63,must_cite=BSA s.63;must_contain=electronic;should_refuse=false,5,1,5,pass,none,,"Accurate, cites BSA s.63, footer present — task 5 / format 1 / fact 5.",llm
law-0049,bsa-expert,pair-10,retrieval,clear,What does BSA 2023 say about expert opinions?,"Section 39 of the Bharatiya Sakshya Adhiniyam 2023 provides that when the court has to form an opinion on a point of foreign law, science, art, handwriting or fingerprints, the opinions of experts on that point are relevant facts, as codified in Section 99 of the Indian Penal Code 1860 **(IPC s.99 — Indian Penal Code 1860)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*",BSA s.39: opinions of experts are relevant facts on specialised points.,BSA s.39,must_cite=BSA s.39;must_contain=expert;should_refuse=false,5,1,1,fail,hallucination,IPC s.99 — Indian Penal Code 1860,"Cites a statute/section outside the corpus — fabrication, factuality 1.",llm
law-0050,bsa-definitions,pair-08,retrieval,borderline,What does BSA Section 2 define?,"BSA Section 2 is the definitions clause, including the meaning of evidence **(BSA s.2 — Bharatiya Sakshya Adhiniyam 2023)**. *This is not legal advice. For specific legal matters, consult a qualified advocate.*","BSA s.2: definitions, including 'evidence'.",BSA s.2,must_cite=BSA s.2;must_contain=evidence;should_refuse=false,5,1,4,pass,none,,Correct with a minor imprecision; still accurate — factuality 4.,hitl
