input,eval_context,expected_output
Que traite l'Unité 9A 'Apprendre' du manuel IB ?,"REFERENCE ANSWER: Unité 9A 'Apprendre' : éducation, systèmes scolaires, méthodes d'apprentissage, accès au savoir. | EXPECTED CITATIONS: IB-OrgSoc §9A Apprendre","Unité 9A 'Apprendre' : éducation, systèmes scolaires, méthodes d'apprentissage, accès au savoir."
Que couvre l'Unité 4C 'Engagement' du manuel IB ?,"REFERENCE ANSWER: Unité 4C 'Engagement' : engagement citoyen, bénévolat, associations, vie de la communauté. | EXPECTED CITATIONS: IB-OrgSoc §4C Engagement","Unité 4C 'Engagement' : engagement citoyen, bénévolat, associations, vie de la communauté."
Qu'est-ce que l'éco-citoyenneté selon le manuel IB DP French B ?,"REFERENCE ANSWER: Éco-citoyenneté (Unité 5A, 'Partage de la planète') : comparer les définitions Larousse/Robert, en élaborer une personnelle. | EXPECTED CITATIONS: IB-Planète §5A PARTAGE DE LA PLANÈTE : QU'EST-CE QUE L'ÉCO-CITOYENNETÉ ? / Objectifs","Éco-citoyenneté (Unité 5A, 'Partage de la planète') : comparer les définitions Larousse/Robert, en élaborer une personnelle."
Que dit le manuel IB sur les droits universels (Unité 10A) ?,"REFERENCE ANSWER: Unité 10A 'Droits universels' : droits humains, déclaration, organisations internationales, place des droits. | EXPECTED CITATIONS: IB-Planète §10A Droits universels","Unité 10A 'Droits universels' : droits humains, déclaration, organisations internationales, place des droits."
Que traite l'Unité 5B 'Environnement' du manuel IB ?,"REFERENCE ANSWER: Unité 5B 'Environnement' : protection de l'environnement, pollution, changement climatique, gestes écologiques. | EXPECTED CITATIONS: IB-Planète §5B Environnement","Unité 5B 'Environnement' : protection de l'environnement, pollution, changement climatique, gestes écologiques."
Comment se présenter en français selon le manuel CBSE classe 9 ?,"REFERENCE ANSWER: Se présenter : 'Je m'appelle...', 'J'ai ... ans', 'J'habite à...', 'Je suis...' (nationalité). | EXPECTED CITATIONS: EJ-9 §J'apprends à me présenter :","Se présenter : 'Je m'appelle...', 'J'ai ... ans', 'J'habite à...', 'Je suis...' (nationalité)."
How do you greet someone in French per CBSE Class 9?,"REFERENCE ANSWER: Saluer : 'Bonjour', 'Salut', 'Bonsoir' ; 'Comment allez-vous ?' (formel) / 'Ça va ?' (informel) ; 'Au revoir'. | EXPECTED CITATIONS: EJ-9 §J'apprends à saluer :","Saluer : 'Bonjour', 'Salut', 'Bonsoir' ; 'Comment allez-vous ?' (formel) / 'Ça va ?' (informel) ; 'Au revoir'."
Comment le vocabulaire de la famille est-il présenté en CBSE classe 9 ?,"REFERENCE ANSWER: Vocabulaire de la famille via 'La Famille Martin' : père, mère, frère, sœur, cousin. | EXPECTED CITATIONS: EJ-9 §LAFAMILLE MARTIN","Vocabulaire de la famille via 'La Famille Martin' : père, mère, frère, sœur, cousin."
De quoi parle la Leçon 8 'Faire des achats' en CBSE classe 9 ?,"REFERENCE ANSWER: Leçon 8 'Faire des achats' (Unité 3) : vocabulaire des magasins, opinion, conditionnel de politesse, pronom 'en', quantités. | EXPECTED CITATIONS: EJ-9 §Faire des achats","Leçon 8 'Faire des achats' (Unité 3) : vocabulaire des magasins, opinion, conditionnel de politesse, pronom 'en', quantités."
What does CBSE Class 9 teach about la Francophonie?,"REFERENCE ANSWER: Leçon 12 'La Francophonie' : pays francophones, Journée de la Francophonie, chanteurs francophones ; Sénégal en exemple. | EXPECTED CITATIONS: EJ-9 §La Francophonie","Leçon 12 'La Francophonie' : pays francophones, Journée de la Francophonie, chanteurs francophones ; Sénégal en exemple."
Quels sujets couvre l'Unité 1 de CBSE classe 9 selon la table des matières ?,"REFERENCE ANSWER: Unité 1 (Leçons 1-3) : identité, école, famille, routine quotidienne, verbes simples (A1). | EXPECTED CITATIONS: EJ-9 §TABLE DES MATIERES","Unité 1 (Leçons 1-3) : identité, école, famille, routine quotidienne, verbes simples (A1)."
Que dit CBSE classe 9 sur l'alphabet et l'épellation ?,"REFERENCE ANSWER: Alphabet : écouter et répéter, puis épeler son prénom et son nom. | EXPECTED CITATIONS: EJ-9 §J'étudie l'alphabet :","Alphabet : écouter et répéter, puis épeler son prénom et son nom."
Quels articles CBSE classe 9 fait-il travailler ?,"REFERENCE ANSWER: Articles indéfinis un/une/des et définis le/la/les (exercices à compléter). | EXPECTED CITATIONS: EJ-9 §I. Complète avec un, une, des, le, la, les",Articles indéfinis un/une/des et définis le/la/les (exercices à compléter).
Que couvre CBSE classe 10 sur la pollution et l'environnement ?,"REFERENCE ANSWER: CBSE 10 : réchauffement, usines/voitures polluantes, énergie renouvelable, recyclage, protection de la nature. | EXPECTED CITATIONS: EJ-10 §Je découvre:","CBSE 10 : réchauffement, usines/voitures polluantes, énergie renouvelable, recyclage, protection de la nature."
What is the poem 'L'Accent Grave' by Prévert about in CBSE Class 10?,"REFERENCE ANSWER: 'L'Accent Grave' (Prévert, CBSE 10) : jeu sur l'accent grave, reprise d'un vers de Hamlet, dialogue prof/élève. | EXPECTED CITATIONS: EJ-10 §L'Accent Grave","'L'Accent Grave' (Prévert, CBSE 10) : jeu sur l'accent grave, reprise d'un vers de Hamlet, dialogue prof/élève."
What are the objectives of IB Unit 1A 'Qui suis-je?'?,"REFERENCE ANSWER: Objectifs 1A : définir l'identité, traits de caractère, comparer les styles de vie, infos factuelles, lire des graphiques. | EXPECTED CITATIONS: IB-Identités §1A IDENTITÉS : QUI SUIS-JE ? / Objectifs","Objectifs 1A : définir l'identité, traits de caractère, comparer les styles de vie, infos factuelles, lire des graphiques."
What does IB Unit 6B 'Sous-cultures' cover?,"REFERENCE ANSWER: Unité 6B 'Sous-cultures' : sous-cultures jeunes, codes vestimentaires, valeurs, musiques, place dans la société. | EXPECTED CITATIONS: IB-Identités §6B Sous-cultures","Unité 6B 'Sous-cultures' : sous-cultures jeunes, codes vestimentaires, valeurs, musiques, place dans la société."
How does IB Unit 6C link language and identity?,"REFERENCE ANSWER: Unité 6C : la langue façonne l'identité ; bilinguisme, dialectes/accents, francophonie. | EXPECTED CITATIONS: IB-Identités §6C Langue et identité","Unité 6C : la langue façonne l'identité ; bilinguisme, dialectes/accents, francophonie."
Quelle est la structure de l'examen IB DP French B (NM vs NS) ?,REFERENCE ANSWER: Examen IB : épreuves NM et NS ; sujets types PDF + barèmes de notation. | EXPECTED CITATIONS: IB-Identités §Épreuve orale,Examen IB : épreuves NM et NS ; sujets types PDF + barèmes de notation.
Quelles ressources numériques le manuel IB propose-t-il par unité ?,"REFERENCE ANSWER: Par unité : expression orale, compréhension orale (audio), réponses/transcriptions, grammaire (PDF). | EXPECTED CITATIONS: IB-Identités §Expression orale","Par unité : expression orale, compréhension orale (audio), réponses/transcriptions, grammaire (PDF)."
What does IB Unit 6A 'Croyances' cover?,"REFERENCE ANSWER: Unité 6A 'Croyances' : croyances, valeurs et convictions dans l'identité. | EXPECTED CITATIONS: IB-Identités §6A Croyances","Unité 6A 'Croyances' : croyances, valeurs et convictions dans l'identité."
What does IB Unit 2B teach about travel?,"REFERENCE ANSWER: Unité 2B 'Voyages' : tourisme, récits de voyage, découverte d'autres cultures, vocabulaire des déplacements. | EXPECTED CITATIONS: IB-Expériences §2B Voyages","Unité 2B 'Voyages' : tourisme, récits de voyage, découverte d'autres cultures, vocabulaire des déplacements."
What does IB Unit 2A 'Loisirs' cover?,"REFERENCE ANSWER: Unité 2A 'Loisirs' : activités de loisir, passe-temps, sport, temps libre. | EXPECTED CITATIONS: IB-Expériences §2A Loisirs","Unité 2A 'Loisirs' : activités de loisir, passe-temps, sport, temps libre."
What does IB Unit 2C 'Migrations' address?,"REFERENCE ANSWER: Unité 2C 'Migrations' : migrations, immigration/émigration, exil, intégration. | EXPECTED CITATIONS: IB-Expériences §2C Migrations","Unité 2C 'Migrations' : migrations, immigration/émigration, exil, intégration."
What does IB Unit 7B on rites and traditions cover?,"REFERENCE ANSWER: Unité 7B : fêtes, rites de passage, coutumes et traditions francophones. | EXPECTED CITATIONS: IB-Expériences §7B Rites et traditions","Unité 7B : fêtes, rites de passage, coutumes et traditions francophones."
What does IB Unit 8A 'Communication et média' address?,"REFERENCE ANSWER: Unité 8A : médias traditionnels/numériques, réseaux sociaux, journalisme, diffusion de l'information. | EXPECTED CITATIONS: IB-Ingéniosité §8A Communication et média","Unité 8A : médias traditionnels/numériques, réseaux sociaux, journalisme, diffusion de l'information."
What does IB Unit 8B 'Technologie' cover?,"REFERENCE ANSWER: Unité 8B 'Technologie' : nouvelles technologies, impact quotidien, IA, éthique du numérique. | EXPECTED CITATIONS: IB-Ingéniosité §8B Technologie","Unité 8B 'Technologie' : nouvelles technologies, impact quotidien, IA, éthique du numérique."
What does IB Unit 3A 'Innovations' cover?,"REFERENCE ANSWER: Unité 3A 'Innovations' : créativité, inventions, innovation, résolution de problèmes. | EXPECTED CITATIONS: IB-Ingéniosité §3A Innovations","Unité 3A 'Innovations' : créativité, inventions, innovation, résolution de problèmes."
Que dit le manuel IB sur le monde du travail (Unité 9B) ?,"REFERENCE ANSWER: Unité 9B : milieu professionnel, carrières, équilibre vie pro/perso, éthique, évolution de l'emploi. | EXPECTED CITATIONS: IB-OrgSoc §9B Le monde du travail","Unité 9B : milieu professionnel, carrières, équilibre vie pro/perso, éthique, évolution de l'emploi."
What does IB Unit 9A 'Apprendre' cover?,"REFERENCE ANSWER: Unité 9A 'Apprendre' : éducation, systèmes scolaires, méthodes d'apprentissage, accès au savoir. | EXPECTED CITATIONS: IB-OrgSoc §9A Apprendre","Unité 9A 'Apprendre' : éducation, systèmes scolaires, méthodes d'apprentissage, accès au savoir."
What does IB Unit 4C 'Engagement' cover?,"REFERENCE ANSWER: Unité 4C 'Engagement' : engagement citoyen, bénévolat, associations, vie de la communauté. | EXPECTED CITATIONS: IB-OrgSoc §4C Engagement","Unité 4C 'Engagement' : engagement citoyen, bénévolat, associations, vie de la communauté."
What is éco-citoyenneté according to the IB DP French B textbook?,"REFERENCE ANSWER: Éco-citoyenneté (Unité 5A, 'Partage de la planète') : comparer les définitions Larousse/Robert, en élaborer une personnelle. | EXPECTED CITATIONS: IB-Planète §5A PARTAGE DE LA PLANÈTE : QU'EST-CE QUE L'ÉCO-CITOYENNETÉ ? / Objectifs","Éco-citoyenneté (Unité 5A, 'Partage de la planète') : comparer les définitions Larousse/Robert, en élaborer une personnelle."
What does the IB textbook say about universal rights (Unit 10A)?,"REFERENCE ANSWER: Unité 10A 'Droits universels' : droits humains, déclaration, organisations internationales, place des droits. | EXPECTED CITATIONS: IB-Planète §10A Droits universels","Unité 10A 'Droits universels' : droits humains, déclaration, organisations internationales, place des droits."
What does IB Unit 5B 'Environnement' cover?,"REFERENCE ANSWER: Unité 5B 'Environnement' : protection de l'environnement, pollution, changement climatique, gestes écologiques. | EXPECTED CITATIONS: IB-Planète §5B Environnement","Unité 5B 'Environnement' : protection de l'environnement, pollution, changement climatique, gestes écologiques."
Quelles phrases CBSE 9 enseigne-t-il pour se présenter ?,"REFERENCE ANSWER: Se présenter : 'Je m'appelle...', 'J'ai ... ans', 'J'habite à...', 'Je suis...' (nationalité). | EXPECTED CITATIONS: EJ-9 §J'apprends à me présenter :","Se présenter : 'Je m'appelle...', 'J'ai ... ans', 'J'habite à...', 'Je suis...' (nationalité)."
What greetings does CBSE 9 teach?,"REFERENCE ANSWER: Saluer : 'Bonjour', 'Salut', 'Bonsoir' ; 'Comment allez-vous ?' (formel) / 'Ça va ?' (informel) ; 'Au revoir'. | EXPECTED CITATIONS: EJ-9 §J'apprends à saluer :","Saluer : 'Bonjour', 'Salut', 'Bonsoir' ; 'Comment allez-vous ?' (formel) / 'Ça va ?' (informel) ; 'Au revoir'."
What family words does CBSE 9 teach?,"REFERENCE ANSWER: Vocabulaire de la famille via 'La Famille Martin' : père, mère, frère, sœur, cousin. | EXPECTED CITATIONS: EJ-9 §LAFAMILLE MARTIN","Vocabulaire de la famille via 'La Famille Martin' : père, mère, frère, sœur, cousin."
Pouvez-vous me dire : What is the topic of CBSE Class 9 Leçon 8 'Faire des achats'?,"REFERENCE ANSWER: Leçon 8 'Faire des achats' (Unité 3) : vocabulaire des magasins, opinion, conditionnel de politesse, pronom 'en', quantités. | EXPECTED CITATIONS: EJ-9 §Faire des achats","Leçon 8 'Faire des achats' (Unité 3) : vocabulaire des magasins, opinion, conditionnel de politesse, pronom 'en', quantités."
Pouvez-vous me dire : Qu'apprend-on sur la francophonie dans CBSE Classe 9 ?,"REFERENCE ANSWER: Leçon 12 'La Francophonie' : pays francophones, Journée de la Francophonie, chanteurs francophones ; Sénégal en exemple. | EXPECTED CITATIONS: EJ-9 §La Francophonie","Leçon 12 'La Francophonie' : pays francophones, Journée de la Francophonie, chanteurs francophones ; Sénégal en exemple."
Pouvez-vous me dire : What grammar topics are covered in CBSE Class 9 Unit 1?,"REFERENCE ANSWER: Unité 1 (Leçons 1-3) : identité, école, famille, routine quotidienne, verbes simples (A1). | EXPECTED CITATIONS: EJ-9 §TABLE DES MATIERES","Unité 1 (Leçons 1-3) : identité, école, famille, routine quotidienne, verbes simples (A1)."
Pouvez-vous me dire : What does CBSE Class 9 teach about the French alphabet?,"REFERENCE ANSWER: Alphabet : écouter et répéter, puis épeler son prénom et son nom. | EXPECTED CITATIONS: EJ-9 §J'étudie l'alphabet :","Alphabet : écouter et répéter, puis épeler son prénom et son nom."
Pouvez-vous me dire : What articles does CBSE Class 9 practise?,"REFERENCE ANSWER: Articles indéfinis un/une/des et définis le/la/les (exercices à compléter). | EXPECTED CITATIONS: EJ-9 §I. Complète avec un, une, des, le, la, les",Articles indéfinis un/une/des et définis le/la/les (exercices à compléter).
Pouvez-vous me dire : What do CBSE Class 10 students learn about pollution and the environment?,"REFERENCE ANSWER: CBSE 10 : réchauffement, usines/voitures polluantes, énergie renouvelable, recyclage, protection de la nature. | EXPECTED CITATIONS: EJ-10 §Je découvre:","CBSE 10 : réchauffement, usines/voitures polluantes, énergie renouvelable, recyclage, protection de la nature."
Pouvez-vous me dire : Explique le sens du poème 'L'Accent Grave' de Prévert dans CBSE Classe 10.,"REFERENCE ANSWER: 'L'Accent Grave' (Prévert, CBSE 10) : jeu sur l'accent grave, reprise d'un vers de Hamlet, dialogue prof/élève. | EXPECTED CITATIONS: EJ-10 §L'Accent Grave","'L'Accent Grave' (Prévert, CBSE 10) : jeu sur l'accent grave, reprise d'un vers de Hamlet, dialogue prof/élève."
Pouvez-vous me dire : Quels sont les objectifs de l'Unité 1A 'Qui suis-je ?' du manuel IB ?,"REFERENCE ANSWER: Objectifs 1A : définir l'identité, traits de caractère, comparer les styles de vie, infos factuelles, lire des graphiques. | EXPECTED CITATIONS: IB-Identités §1A IDENTITÉS : QUI SUIS-JE ? / Objectifs","Objectifs 1A : définir l'identité, traits de caractère, comparer les styles de vie, infos factuelles, lire des graphiques."
Pouvez-vous me dire : Quelles sous-cultures sont abordées dans l'Unité 6B du manuel IB ?,"REFERENCE ANSWER: Unité 6B 'Sous-cultures' : sous-cultures jeunes, codes vestimentaires, valeurs, musiques, place dans la société. | EXPECTED CITATIONS: IB-Identités §6B Sous-cultures","Unité 6B 'Sous-cultures' : sous-cultures jeunes, codes vestimentaires, valeurs, musiques, place dans la société."
Pouvez-vous me dire : Quelle est la relation entre langue et identité selon l'Unité 6C du manuel IB ?,"REFERENCE ANSWER: Unité 6C : la langue façonne l'identité ; bilinguisme, dialectes/accents, francophonie. | EXPECTED CITATIONS: IB-Identités §6C Langue et identité","Unité 6C : la langue façonne l'identité ; bilinguisme, dialectes/accents, francophonie."
Pouvez-vous me dire : What is the IB DP French B exam structure (Niveau Moyen vs Niveau Supérieur)?,REFERENCE ANSWER: Examen IB : épreuves NM et NS ; sujets types PDF + barèmes de notation. | EXPECTED CITATIONS: IB-Identités §Épreuve orale,Examen IB : épreuves NM et NS ; sujets types PDF + barèmes de notation.
Pouvez-vous me dire : What digital resources does the IB course book offer per unit?,"REFERENCE ANSWER: Par unité : expression orale, compréhension orale (audio), réponses/transcriptions, grammaire (PDF). | EXPECTED CITATIONS: IB-Identités §Expression orale","Par unité : expression orale, compréhension orale (audio), réponses/transcriptions, grammaire (PDF)."
Pouvez-vous me dire : Que traite l'Unité 6A 'Croyances' du manuel IB ?,"REFERENCE ANSWER: Unité 6A 'Croyances' : croyances, valeurs et convictions dans l'identité. | EXPECTED CITATIONS: IB-Identités §6A Croyances","Unité 6A 'Croyances' : croyances, valeurs et convictions dans l'identité."
Pouvez-vous me dire : Que dit le manuel IB sur les voyages (Unité 2B) ?,"REFERENCE ANSWER: Unité 2B 'Voyages' : tourisme, récits de voyage, découverte d'autres cultures, vocabulaire des déplacements. | EXPECTED CITATIONS: IB-Expériences §2B Voyages","Unité 2B 'Voyages' : tourisme, récits de voyage, découverte d'autres cultures, vocabulaire des déplacements."
Pouvez-vous me dire : Que couvre l'Unité 2A 'Loisirs' du manuel IB ?,"REFERENCE ANSWER: Unité 2A 'Loisirs' : activités de loisir, passe-temps, sport, temps libre. | EXPECTED CITATIONS: IB-Expériences §2A Loisirs","Unité 2A 'Loisirs' : activités de loisir, passe-temps, sport, temps libre."
Pouvez-vous me dire : Que dit l'Unité 2C 'Migrations' du manuel IB ?,"REFERENCE ANSWER: Unité 2C 'Migrations' : migrations, immigration/émigration, exil, intégration. | EXPECTED CITATIONS: IB-Expériences §2C Migrations","Unité 2C 'Migrations' : migrations, immigration/émigration, exil, intégration."
Pouvez-vous me dire : Que traite l'Unité 7B 'Rites et traditions' du manuel IB ?,"REFERENCE ANSWER: Unité 7B : fêtes, rites de passage, coutumes et traditions francophones. | EXPECTED CITATIONS: IB-Expériences §7B Rites et traditions","Unité 7B : fêtes, rites de passage, coutumes et traditions francophones."
Pouvez-vous me dire : Quels thèmes sont abordés dans 'Communication et média' (Unité 8A) du manuel IB ?,"REFERENCE ANSWER: Unité 8A : médias traditionnels/numériques, réseaux sociaux, journalisme, diffusion de l'information. | EXPECTED CITATIONS: IB-Ingéniosité §8A Communication et média","Unité 8A : médias traditionnels/numériques, réseaux sociaux, journalisme, diffusion de l'information."
Pouvez-vous me dire : Que couvre l'Unité 8B 'Technologie' du manuel IB ?,"REFERENCE ANSWER: Unité 8B 'Technologie' : nouvelles technologies, impact quotidien, IA, éthique du numérique. | EXPECTED CITATIONS: IB-Ingéniosité §8B Technologie","Unité 8B 'Technologie' : nouvelles technologies, impact quotidien, IA, éthique du numérique."
Pouvez-vous me dire : Que traite l'Unité 3A 'Innovations' du manuel IB ?,"REFERENCE ANSWER: Unité 3A 'Innovations' : créativité, inventions, innovation, résolution de problèmes. | EXPECTED CITATIONS: IB-Ingéniosité §3A Innovations","Unité 3A 'Innovations' : créativité, inventions, innovation, résolution de problèmes."
Pouvez-vous me dire : What does the IB DP textbook teach about 'le monde du travail' (Unit 9B)?,"REFERENCE ANSWER: Unité 9B : milieu professionnel, carrières, équilibre vie pro/perso, éthique, évolution de l'emploi. | EXPECTED CITATIONS: IB-OrgSoc §9B Le monde du travail","Unité 9B : milieu professionnel, carrières, équilibre vie pro/perso, éthique, évolution de l'emploi."
Pouvez-vous me dire : Que traite l'Unité 9A 'Apprendre' du manuel IB ?,"REFERENCE ANSWER: Unité 9A 'Apprendre' : éducation, systèmes scolaires, méthodes d'apprentissage, accès au savoir. | EXPECTED CITATIONS: IB-OrgSoc §9A Apprendre","Unité 9A 'Apprendre' : éducation, systèmes scolaires, méthodes d'apprentissage, accès au savoir."
Pouvez-vous me dire : Que couvre l'Unité 4C 'Engagement' du manuel IB ?,"REFERENCE ANSWER: Unité 4C 'Engagement' : engagement citoyen, bénévolat, associations, vie de la communauté. | EXPECTED CITATIONS: IB-OrgSoc §4C Engagement","Unité 4C 'Engagement' : engagement citoyen, bénévolat, associations, vie de la communauté."
