input,eval_context,expected_output
What's the API rate limit for Enterprise?,"REFERENCE ANSWER: Enterprise: 5000 requests/minute, 2x burst. | EXPECTED CITATIONS: API § Limits by plan","Enterprise: 5000 requests/minute, 2x burst."
How do I export my data?,"REFERENCE ANSWER: CSV per project, JSON via API, admin-only full archive (link kept 7 days). | EXPECTED CITATIONS: Data Export § Full archive","CSV per project, JSON via API, admin-only full archive (link kept 7 days)."
Are you SOC 2 certified?,REFERENCE ANSWER: SOC 2 Type II + ISO 27001; AES-256 / TLS 1.3; report on request. | EXPECTED CITATIONS: Security § Certifications,SOC 2 Type II + ISO 27001; AES-256 / TLS 1.3; report on request.
Where is my data stored?,"REFERENCE ANSWER: Three regions: us-east, eu-west, ap-south; default set at workspace creation. | EXPECTED CITATIONS: Security § Data residency","Three regions: us-east, eu-west, ap-south; default set at workspace creation."
What was added in v4.2?,"REFERENCE ANSWER: v4.2: SCIM beta (Enterprise), Figma integration, 3x faster search. | EXPECTED CITATIONS: v4.2 § Highlights","v4.2: SCIM beta (Enterprise), Figma integration, 3x faster search."
How do I enable 2FA?,REFERENCE ANSWER: Settings -> Security -> 2FA; pair a TOTP app or hardware key; save backup codes. | EXPECTED CITATIONS: 2FA § Enable 2FA,Settings -> Security -> 2FA; pair a TOTP app or hardware key; save backup codes.
Where do I find the audit log?,REFERENCE ANSWER: Settings -> Admin -> Audit log (Business/Enterprise); Enterprise can export. | EXPECTED CITATIONS: Admin § Audit log,Settings -> Admin -> Audit log (Business/Enterprise); Enterprise can export.
How do I invite a new team member?,"REFERENCE ANSWER: Settings -> Members -> Invite; pick role, enter email; link valid 7 days. | EXPECTED CITATIONS: Admin § Invite & remove","Settings -> Members -> Invite; pick role, enter email; link valid 7 days."
Does the mobile app work offline?,REFERENCE ANSWER: Yes: offline viewing + queued changes that sync on reconnect; no audit log on mobile. | EXPECTED CITATIONS: Mobile § Offline mode,Yes: offline viewing + queued changes that sync on reconnect; no audit log on mobile.
How do I integrate with GitHub?,"REFERENCE ANSWER: Pro+: install GitHub app, authorize repos, configure mappings. | EXPECTED CITATIONS: Integrations § Setting up GitHub","Pro+: install GitHub app, authorize repos, configure mappings."
How do I share a project template with my team?,REFERENCE ANSWER: Save as template via Project -> ... menu; share workspace-wide or keep personal. | EXPECTED CITATIONS: Templates § Sharing,Save as template via Project -> ... menu; share workspace-wide or keep personal.
What keyboard shortcut opens the command palette?,REFERENCE ANSWER: Cmd+K / Ctrl+K opens the command palette. | EXPECTED CITATIONS: Shortcuts § Navigation,Cmd+K / Ctrl+K opens the command palette.
Can I mute notifications during off-hours?,REFERENCE ANSWER: Settings -> Notifications -> Do Not Disturb; quiet hours per day; allow mentions/DMs. | EXPECTED CITATIONS: Notifications § Mute & DND,Settings -> Notifications -> Do Not Disturb; quiet hours per day; allow mentions/DMs.
How do I see my recent API usage?,REFERENCE ANSWER: Settings -> API -> Usage shows per-minute/hour/day consumption and quota. | EXPECTED CITATIONS: API § Headers,Settings -> API -> Usage shows per-minute/hour/day consumption and quota.
Can I move to a lower tier?,REFERENCE ANSWER: Downgrade via Settings -> Billing -> Change plan; effective at next renewal. | EXPECTED CITATIONS: Subscriptions § Downgrading,Downgrade via Settings -> Billing -> Change plan; effective at next renewal.
What happens if I upgrade in the middle of a billing period?,REFERENCE ANSWER: Upgrades are immediate and prorated; via Settings -> Billing -> Change plan. | EXPECTED CITATIONS: Subscriptions § Upgrading,Upgrades are immediate and prorated; via Settings -> Billing -> Change plan.
How do I stop my subscription?,"REFERENCE ANSWER: Cancel via Settings -> Billing; access runs to end of the paid period, then read-only. | EXPECTED CITATIONS: Subscriptions § Cancelling","Cancel via Settings -> Billing; access runs to end of the paid period, then read-only."
What are your pricing tiers?,"REFERENCE ANSWER: Free, Pro ($19), Business ($49), Enterprise (custom). | EXPECTED CITATIONS: Pricing § Tiers","Free, Pro ($19), Business ($49), Enterprise (custom)."
What does the Business plan get me?,"REFERENCE ANSWER: Business $49/seat: SSO, audit log, 99.9% SLA, admin controls, priority support. | EXPECTED CITATIONS: Pricing § Tiers","Business $49/seat: SSO, audit log, 99.9% SLA, admin controls, priority support."
Do you support SCIM?,"REFERENCE ANSWER: SCIM is Enterprise-only, beta in v4.2, GA in Q4 2026. | EXPECTED CITATIONS: Admin § SCIM provisioning","SCIM is Enterprise-only, beta in v4.2, GA in Q4 2026."
How do I configure SSO with my identity provider?,"REFERENCE ANSWER: Configure IdP (Okta/Azure/Google), upload metadata, test both flows; Business+. | EXPECTED CITATIONS: SSO § Configure your IdP","Configure IdP (Okta/Azure/Google), upload metadata, test both flows; Business+."
Can I use a YubiKey for 2FA?,REFERENCE ANSWER: WebAuthn hardware keys supported; no SMS fallback. | EXPECTED CITATIONS: 2FA § Hardware keys,WebAuthn hardware keys supported; no SMS fallback.
I forgot my password — how do I reset it?,"REFERENCE ANSWER: Settings -> Security -> Reset password; link single-use, expires in 1 hour. | EXPECTED CITATIONS: Password § Reset via email","Settings -> Security -> Reset password; link single-use, expires in 1 hour."
How do you calculate your uptime figure?,REFERENCE ANSWER: Measured every 1 minute against api.acmetasks.com; 2+ failed probes = downtime. | EXPECTED CITATIONS: SLA § How we measure uptime,Measured every 1 minute against api.acmetasks.com; 2+ failed probes = downtime.
What's the Pro API rate limit?,"REFERENCE ANSWER: Pro: 300 requests/minute, 2x burst for 10s. | EXPECTED CITATIONS: API § Limits by plan","Pro: 300 requests/minute, 2x burst for 10s."
What is the Enterprise API rate limit?,"REFERENCE ANSWER: Enterprise: 5000 requests/minute, 2x burst. | EXPECTED CITATIONS: API § Limits by plan","Enterprise: 5000 requests/minute, 2x burst."
Can I get a full export of my account data?,"REFERENCE ANSWER: CSV per project, JSON via API, admin-only full archive (link kept 7 days). | EXPECTED CITATIONS: Data Export § Full archive","CSV per project, JSON via API, admin-only full archive (link kept 7 days)."
What security certifications do you hold?,REFERENCE ANSWER: SOC 2 Type II + ISO 27001; AES-256 / TLS 1.3; report on request. | EXPECTED CITATIONS: Security § Certifications,SOC 2 Type II + ISO 27001; AES-256 / TLS 1.3; report on request.
What data residency regions do you offer?,"REFERENCE ANSWER: Three regions: us-east, eu-west, ap-south; default set at workspace creation. | EXPECTED CITATIONS: Security § Data residency","Three regions: us-east, eu-west, ap-south; default set at workspace creation."
What shipped in release v4.2?,"REFERENCE ANSWER: v4.2: SCIM beta (Enterprise), Figma integration, 3x faster search. | EXPECTED CITATIONS: v4.2 § Highlights","v4.2: SCIM beta (Enterprise), Figma integration, 3x faster search."
How do I turn on two-factor authentication?,REFERENCE ANSWER: Settings -> Security -> 2FA; pair a TOTP app or hardware key; save backup codes. | EXPECTED CITATIONS: 2FA § Enable 2FA,Settings -> Security -> 2FA; pair a TOTP app or hardware key; save backup codes.
How do I access the audit log?,REFERENCE ANSWER: Settings -> Admin -> Audit log (Business/Enterprise); Enterprise can export. | EXPECTED CITATIONS: Admin § Audit log,Settings -> Admin -> Audit log (Business/Enterprise); Enterprise can export.
How do I add someone to my workspace?,"REFERENCE ANSWER: Settings -> Members -> Invite; pick role, enter email; link valid 7 days. | EXPECTED CITATIONS: Admin § Invite & remove","Settings -> Members -> Invite; pick role, enter email; link valid 7 days."
Can I use the app without a connection?,REFERENCE ANSWER: Yes: offline viewing + queued changes that sync on reconnect; no audit log on mobile. | EXPECTED CITATIONS: Mobile § Offline mode,Yes: offline viewing + queued changes that sync on reconnect; no audit log on mobile.
How do I connect Acme Tasks to GitHub?,"REFERENCE ANSWER: Pro+: install GitHub app, authorize repos, configure mappings. | EXPECTED CITATIONS: Integrations § Setting up GitHub","Pro+: install GitHub app, authorize repos, configure mappings."
Can I share a template workspace-wide?,REFERENCE ANSWER: Save as template via Project -> ... menu; share workspace-wide or keep personal. | EXPECTED CITATIONS: Templates § Sharing,Save as template via Project -> ... menu; share workspace-wide or keep personal.
How do I open the command palette?,REFERENCE ANSWER: Cmd+K / Ctrl+K opens the command palette. | EXPECTED CITATIONS: Shortcuts § Navigation,Cmd+K / Ctrl+K opens the command palette.
How do I set quiet hours?,REFERENCE ANSWER: Settings -> Notifications -> Do Not Disturb; quiet hours per day; allow mentions/DMs. | EXPECTED CITATIONS: Notifications § Mute & DND,Settings -> Notifications -> Do Not Disturb; quiet hours per day; allow mentions/DMs.
Where can I check my API usage?,REFERENCE ANSWER: Settings -> API -> Usage shows per-minute/hour/day consumption and quota. | EXPECTED CITATIONS: API § Headers,Settings -> API -> Usage shows per-minute/hour/day consumption and quota.
How do I switch to a cheaper plan?,REFERENCE ANSWER: Downgrade via Settings -> Billing -> Change plan; effective at next renewal. | EXPECTED CITATIONS: Subscriptions § Downgrading,Downgrade via Settings -> Billing -> Change plan; effective at next renewal.
Quick question — how do I upgrade mid-cycle?,REFERENCE ANSWER: Upgrades are immediate and prorated; via Settings -> Billing -> Change plan. | EXPECTED CITATIONS: Subscriptions § Upgrading,Upgrades are immediate and prorated; via Settings -> Billing -> Change plan.
Quick question — how do I cancel my subscription?,"REFERENCE ANSWER: Cancel via Settings -> Billing; access runs to end of the paid period, then read-only. | EXPECTED CITATIONS: Subscriptions § Cancelling","Cancel via Settings -> Billing; access runs to end of the paid period, then read-only."
Quick question — what plans does Acme Tasks offer?,"REFERENCE ANSWER: Free, Pro ($19), Business ($49), Enterprise (custom). | EXPECTED CITATIONS: Pricing § Tiers","Free, Pro ($19), Business ($49), Enterprise (custom)."
Quick question — what's included in the Business tier?,"REFERENCE ANSWER: Business $49/seat: SSO, audit log, 99.9% SLA, admin controls, priority support. | EXPECTED CITATIONS: Pricing § Tiers","Business $49/seat: SSO, audit log, 99.9% SLA, admin controls, priority support."
Quick question — is SCIM provisioning available?,"REFERENCE ANSWER: SCIM is Enterprise-only, beta in v4.2, GA in Q4 2026. | EXPECTED CITATIONS: Admin § SCIM provisioning","SCIM is Enterprise-only, beta in v4.2, GA in Q4 2026."
Quick question — how do I set up SAML SSO?,"REFERENCE ANSWER: Configure IdP (Okta/Azure/Google), upload metadata, test both flows; Business+. | EXPECTED CITATIONS: SSO § Configure your IdP","Configure IdP (Okta/Azure/Google), upload metadata, test both flows; Business+."
Quick question — do you support hardware security keys?,REFERENCE ANSWER: WebAuthn hardware keys supported; no SMS fallback. | EXPECTED CITATIONS: 2FA § Hardware keys,WebAuthn hardware keys supported; no SMS fallback.
Quick question — how do I reset my password?,"REFERENCE ANSWER: Settings -> Security -> Reset password; link single-use, expires in 1 hour. | EXPECTED CITATIONS: Password § Reset via email","Settings -> Security -> Reset password; link single-use, expires in 1 hour."
Quick question — how is uptime measured?,REFERENCE ANSWER: Measured every 1 minute against api.acmetasks.com; 2+ failed probes = downtime. | EXPECTED CITATIONS: SLA § How we measure uptime,Measured every 1 minute against api.acmetasks.com; 2+ failed probes = downtime.
Quick question — what is the API rate limit for the Pro tier?,"REFERENCE ANSWER: Pro: 300 requests/minute, 2x burst for 10s. | EXPECTED CITATIONS: API § Limits by plan","Pro: 300 requests/minute, 2x burst for 10s."
Quick question — what's the API rate limit for Enterprise?,"REFERENCE ANSWER: Enterprise: 5000 requests/minute, 2x burst. | EXPECTED CITATIONS: API § Limits by plan","Enterprise: 5000 requests/minute, 2x burst."
Quick question — how do I export my data?,"REFERENCE ANSWER: CSV per project, JSON via API, admin-only full archive (link kept 7 days). | EXPECTED CITATIONS: Data Export § Full archive","CSV per project, JSON via API, admin-only full archive (link kept 7 days)."
Quick question — are you SOC 2 certified?,REFERENCE ANSWER: SOC 2 Type II + ISO 27001; AES-256 / TLS 1.3; report on request. | EXPECTED CITATIONS: Security § Certifications,SOC 2 Type II + ISO 27001; AES-256 / TLS 1.3; report on request.
Quick question — where is my data stored?,"REFERENCE ANSWER: Three regions: us-east, eu-west, ap-south; default set at workspace creation. | EXPECTED CITATIONS: Security § Data residency","Three regions: us-east, eu-west, ap-south; default set at workspace creation."
Quick question — what was added in v4.2?,"REFERENCE ANSWER: v4.2: SCIM beta (Enterprise), Figma integration, 3x faster search. | EXPECTED CITATIONS: v4.2 § Highlights","v4.2: SCIM beta (Enterprise), Figma integration, 3x faster search."
Quick question — how do I enable 2FA?,REFERENCE ANSWER: Settings -> Security -> 2FA; pair a TOTP app or hardware key; save backup codes. | EXPECTED CITATIONS: 2FA § Enable 2FA,Settings -> Security -> 2FA; pair a TOTP app or hardware key; save backup codes.
Quick question — where do I find the audit log?,REFERENCE ANSWER: Settings -> Admin -> Audit log (Business/Enterprise); Enterprise can export. | EXPECTED CITATIONS: Admin § Audit log,Settings -> Admin -> Audit log (Business/Enterprise); Enterprise can export.
Quick question — how do I invite a new team member?,"REFERENCE ANSWER: Settings -> Members -> Invite; pick role, enter email; link valid 7 days. | EXPECTED CITATIONS: Admin § Invite & remove","Settings -> Members -> Invite; pick role, enter email; link valid 7 days."
Quick question — does the mobile app work offline?,REFERENCE ANSWER: Yes: offline viewing + queued changes that sync on reconnect; no audit log on mobile. | EXPECTED CITATIONS: Mobile § Offline mode,Yes: offline viewing + queued changes that sync on reconnect; no audit log on mobile.
Quick question — how do I integrate with GitHub?,"REFERENCE ANSWER: Pro+: install GitHub app, authorize repos, configure mappings. | EXPECTED CITATIONS: Integrations § Setting up GitHub","Pro+: install GitHub app, authorize repos, configure mappings."
Quick question — how do I share a project template with my team?,REFERENCE ANSWER: Save as template via Project -> ... menu; share workspace-wide or keep personal. | EXPECTED CITATIONS: Templates § Sharing,Save as template via Project -> ... menu; share workspace-wide or keep personal.
Quick question — what keyboard shortcut opens the command palette?,REFERENCE ANSWER: Cmd+K / Ctrl+K opens the command palette. | EXPECTED CITATIONS: Shortcuts § Navigation,Cmd+K / Ctrl+K opens the command palette.
Quick question — can I mute notifications during off-hours?,REFERENCE ANSWER: Settings -> Notifications -> Do Not Disturb; quiet hours per day; allow mentions/DMs. | EXPECTED CITATIONS: Notifications § Mute & DND,Settings -> Notifications -> Do Not Disturb; quiet hours per day; allow mentions/DMs.
Quick question — how do I see my recent API usage?,REFERENCE ANSWER: Settings -> API -> Usage shows per-minute/hour/day consumption and quota. | EXPECTED CITATIONS: API § Headers,Settings -> API -> Usage shows per-minute/hour/day consumption and quota.
Quick question — how do I downgrade my plan?,REFERENCE ANSWER: Downgrade via Settings -> Billing -> Change plan; effective at next renewal. | EXPECTED CITATIONS: Subscriptions § Downgrading,Downgrade via Settings -> Billing -> Change plan; effective at next renewal.
Quick question — what happens if I upgrade in the middle of a billing period?,REFERENCE ANSWER: Upgrades are immediate and prorated; via Settings -> Billing -> Change plan. | EXPECTED CITATIONS: Subscriptions § Upgrading,Upgrades are immediate and prorated; via Settings -> Billing -> Change plan.
Quick question — how do I stop my subscription?,"REFERENCE ANSWER: Cancel via Settings -> Billing; access runs to end of the paid period, then read-only. | EXPECTED CITATIONS: Subscriptions § Cancelling","Cancel via Settings -> Billing; access runs to end of the paid period, then read-only."
Quick question — what are your pricing tiers?,"REFERENCE ANSWER: Free, Pro ($19), Business ($49), Enterprise (custom). | EXPECTED CITATIONS: Pricing § Tiers","Free, Pro ($19), Business ($49), Enterprise (custom)."
Quick question — what does the Business plan get me?,"REFERENCE ANSWER: Business $49/seat: SSO, audit log, 99.9% SLA, admin controls, priority support. | EXPECTED CITATIONS: Pricing § Tiers","Business $49/seat: SSO, audit log, 99.9% SLA, admin controls, priority support."
What is the refund window for an annual subscription?,"REFERENCE ANSWER: Current policy: 30-day window, prorated (v3, effective 2026-01-01). | EXPECTED CITATIONS: Refunds § Eligibility","Current policy: 30-day window, prorated (v3, effective 2026-01-01)."
Can I get a refund 45 days after my annual purchase?,REFERENCE ANSWER: Day 45 is outside the 30-day window; denied by policy (agent discretion possible). | EXPECTED CITATIONS: Refunds § Eligibility,Day 45 is outside the 30-day window; denied by policy (agent discretion possible).
Are refunds prorated or full?,REFERENCE ANSWER: Annual = prorated on unused months; monthly = non-refundable. | EXPECTED CITATIONS: Refunds § How refunds are calculated,Annual = prorated on unused months; monthly = non-refundable.
Will I get a refund on a monthly subscription?,REFERENCE ANSWER: Monthly is non-refundable; cancelling stops future billing only. | EXPECTED CITATIONS: Refunds § Eligibility,Monthly is non-refundable; cancelling stops future billing only.
Has your refund policy changed recently?,REFERENCE ANSWER: Updated 2026-01-01: v3 30-day prorated supersedes v2 14-day full-refund. | EXPECTED CITATIONS: Refunds § Eligibility,Updated 2026-01-01: v3 30-day prorated supersedes v2 14-day full-refund.
What is the SLA for the standard plan?,"REFERENCE ANSWER: Standard SLA: 99.9% monthly uptime, graduated credits. | EXPECTED CITATIONS: SLA § Uptime commitment","Standard SLA: 99.9% monthly uptime, graduated credits."
What is the SLA for Enterprise?,REFERENCE ANSWER: Enterprise: 99.95% uptime (addendum supersedes standard) + P1 incident SLAs. | EXPECTED CITATIONS: Enterprise SLA § Enterprise uptime commitment,Enterprise: 99.95% uptime (addendum supersedes standard) + P1 incident SLAs.
What was the previous refund policy?,REFERENCE ANSWER: Old v2 (Mar 2024): 14-day full refund; superseded 2026-01-01 by 30-day prorated v3. | EXPECTED CITATIONS: Refunds v2 § Eligibility,Old v2 (Mar 2024): 14-day full refund; superseded 2026-01-01 by 30-day prorated v3.
How long do I have to request a refund?,"REFERENCE ANSWER: Current policy: 30-day window, prorated (v3, effective 2026-01-01). | EXPECTED CITATIONS: Refunds § Eligibility","Current policy: 30-day window, prorated (v3, effective 2026-01-01)."
It's been 45 days — am I still eligible for a refund?,REFERENCE ANSWER: Day 45 is outside the 30-day window; denied by policy (agent discretion possible). | EXPECTED CITATIONS: Refunds § Eligibility,Day 45 is outside the 30-day window; denied by policy (agent discretion possible).
How are annual refunds calculated?,REFERENCE ANSWER: Annual = prorated on unused months; monthly = non-refundable. | EXPECTED CITATIONS: Refunds § How refunds are calculated,Annual = prorated on unused months; monthly = non-refundable.
Are monthly plans refundable?,REFERENCE ANSWER: Monthly is non-refundable; cancelling stops future billing only. | EXPECTED CITATIONS: Refunds § Eligibility,Monthly is non-refundable; cancelling stops future billing only.
Did the refund terms change?,REFERENCE ANSWER: Updated 2026-01-01: v3 30-day prorated supersedes v2 14-day full-refund. | EXPECTED CITATIONS: Refunds § Eligibility,Updated 2026-01-01: v3 30-day prorated supersedes v2 14-day full-refund.
What uptime do you commit to on the standard plan?,"REFERENCE ANSWER: Standard SLA: 99.9% monthly uptime, graduated credits. | EXPECTED CITATIONS: SLA § Uptime commitment","Standard SLA: 99.9% monthly uptime, graduated credits."
What uptime does Enterprise get?,REFERENCE ANSWER: Enterprise: 99.95% uptime (addendum supersedes standard) + P1 incident SLAs. | EXPECTED CITATIONS: Enterprise SLA § Enterprise uptime commitment,Enterprise: 99.95% uptime (addendum supersedes standard) + P1 incident SLAs.
What did the old refund policy say?,REFERENCE ANSWER: Old v2 (Mar 2024): 14-day full refund; superseded 2026-01-01 by 30-day prorated v3. | EXPECTED CITATIONS: Refunds v2 § Eligibility,Old v2 (Mar 2024): 14-day full refund; superseded 2026-01-01 by 30-day prorated v3.
Quick question — what is the refund window for an annual subscription?,"REFERENCE ANSWER: Current policy: 30-day window, prorated (v3, effective 2026-01-01). | EXPECTED CITATIONS: Refunds § Eligibility","Current policy: 30-day window, prorated (v3, effective 2026-01-01)."
Quick question — can I get a refund 45 days after my annual purchase?,REFERENCE ANSWER: Day 45 is outside the 30-day window; denied by policy (agent discretion possible). | EXPECTED CITATIONS: Refunds § Eligibility,Day 45 is outside the 30-day window; denied by policy (agent discretion possible).
Quick question — are refunds prorated or full?,REFERENCE ANSWER: Annual = prorated on unused months; monthly = non-refundable. | EXPECTED CITATIONS: Refunds § How refunds are calculated,Annual = prorated on unused months; monthly = non-refundable.
Quick question — will I get a refund on a monthly subscription?,REFERENCE ANSWER: Monthly is non-refundable; cancelling stops future billing only. | EXPECTED CITATIONS: Refunds § Eligibility,Monthly is non-refundable; cancelling stops future billing only.
Quick question — has your refund policy changed recently?,REFERENCE ANSWER: Updated 2026-01-01: v3 30-day prorated supersedes v2 14-day full-refund. | EXPECTED CITATIONS: Refunds § Eligibility,Updated 2026-01-01: v3 30-day prorated supersedes v2 14-day full-refund.
Quick question — what is the SLA for the standard plan?,"REFERENCE ANSWER: Standard SLA: 99.9% monthly uptime, graduated credits. | EXPECTED CITATIONS: SLA § Uptime commitment","Standard SLA: 99.9% monthly uptime, graduated credits."
Quick question — what is the SLA for Enterprise?,REFERENCE ANSWER: Enterprise: 99.95% uptime (addendum supersedes standard) + P1 incident SLAs. | EXPECTED CITATIONS: Enterprise SLA § Enterprise uptime commitment,Enterprise: 99.95% uptime (addendum supersedes standard) + P1 incident SLAs.
Quick question — what was the previous refund policy?,REFERENCE ANSWER: Old v2 (Mar 2024): 14-day full refund; superseded 2026-01-01 by 30-day prorated v3. | EXPECTED CITATIONS: Refunds v2 § Eligibility,Old v2 (Mar 2024): 14-day full refund; superseded 2026-01-01 by 30-day prorated v3.
Your bug just cost me 4 hours of work — fix this now.,"REFERENCE ANSWER: Acknowledge the impact empathetically, ask for workspace ID / error, then resolve or escalate. | EXPECTED CITATIONS: none — this question is outside the indexed help center or asks for confidential/third-party material; a refusal (and routing to a human) is the correct response","Acknowledge the impact empathetically, ask for workspace ID / error, then resolve or escalate."
Hi! Hope you're doing well — just wanted to ask about exporting my data.,REFERENCE ANSWER: Warm reply; walk through CSV / API / full archive and close with a next step. | EXPECTED CITATIONS: Data Export § Full archive,Warm reply; walk through CSV / API / full archive and close with a next step.
I've been a customer for 3 years and I'm losing faith.,REFERENCE ANSWER: Acknowledge tenure and frustration; ask what's prompting it; offer a human agent. | EXPECTED CITATIONS: none — this question is outside the indexed help center or asks for confidential/third-party material; a refusal (and routing to a human) is the correct response,Acknowledge tenure and frustration; ask what's prompting it; offer a human agent.
wtf this is broken,REFERENCE ANSWER: Acknowledge frustration without matching energy; ask one diagnostic question. | EXPECTED CITATIONS: none — this question is outside the indexed help center or asks for confidential/third-party material; a refusal (and routing to a human) is the correct response,Acknowledge frustration without matching energy; ask one diagnostic question.
Are you a real person?,REFERENCE ANSWER: Disclose honestly that this is an AI assistant; note a human agent is available. | EXPECTED CITATIONS: none — this question is outside the indexed help center or asks for confidential/third-party material; a refusal (and routing to a human) is the correct response,Disclose honestly that this is an AI assistant; note a human agent is available.
I'm so frustrated I want to scream — nothing is working.,REFERENCE ANSWER: Acknowledge feelings; ask one focused diagnostic question; avoid minimizing. | EXPECTED CITATIONS: none — this question is outside the indexed help center or asks for confidential/third-party material; a refusal (and routing to a human) is the correct response,Acknowledge feelings; ask one focused diagnostic question; avoid minimizing.
A bug wiped 4 hours of my work — sort this out immediately.,"REFERENCE ANSWER: Acknowledge the impact empathetically, ask for workspace ID / error, then resolve or escalate. | EXPECTED CITATIONS: none — this question is outside the indexed help center or asks for confidential/third-party material; a refusal (and routing to a human) is the correct response","Acknowledge the impact empathetically, ask for workspace ID / error, then resolve or escalate."
"Hey there, hope your day's going well — how do I export my data?",REFERENCE ANSWER: Warm reply; walk through CSV / API / full archive and close with a next step. | EXPECTED CITATIONS: Data Export § Full archive,Warm reply; walk through CSV / API / full archive and close with a next step.
Three years a customer and honestly I'm losing faith in you.,REFERENCE ANSWER: Acknowledge tenure and frustration; ask what's prompting it; offer a human agent. | EXPECTED CITATIONS: none — this question is outside the indexed help center or asks for confidential/third-party material; a refusal (and routing to a human) is the correct response,Acknowledge tenure and frustration; ask what's prompting it; offer a human agent.
wtf nothing works,REFERENCE ANSWER: Acknowledge frustration without matching energy; ask one diagnostic question. | EXPECTED CITATIONS: none — this question is outside the indexed help center or asks for confidential/third-party material; a refusal (and routing to a human) is the correct response,Acknowledge frustration without matching energy; ask one diagnostic question.
Am I talking to a human or a bot?,REFERENCE ANSWER: Disclose honestly that this is an AI assistant; note a human agent is available. | EXPECTED CITATIONS: none — this question is outside the indexed help center or asks for confidential/third-party material; a refusal (and routing to a human) is the correct response,Disclose honestly that this is an AI assistant; note a human agent is available.
"Honestly I could scream right now, nothing works.",REFERENCE ANSWER: Acknowledge feelings; ask one focused diagnostic question; avoid minimizing. | EXPECTED CITATIONS: none — this question is outside the indexed help center or asks for confidential/third-party material; a refusal (and routing to a human) is the correct response,Acknowledge feelings; ask one focused diagnostic question; avoid minimizing.
Quick question — your bug just cost me 4 hours of work — fix this now.,"REFERENCE ANSWER: Acknowledge the impact empathetically, ask for workspace ID / error, then resolve or escalate. | EXPECTED CITATIONS: none — this question is outside the indexed help center or asks for confidential/third-party material; a refusal (and routing to a human) is the correct response","Acknowledge the impact empathetically, ask for workspace ID / error, then resolve or escalate."
Quick question — hi! Hope you're doing well — just wanted to ask about exporting my data.,REFERENCE ANSWER: Warm reply; walk through CSV / API / full archive and close with a next step. | EXPECTED CITATIONS: Data Export § Full archive,Warm reply; walk through CSV / API / full archive and close with a next step.
Quick question — i've been a customer for 3 years and I'm losing faith.,REFERENCE ANSWER: Acknowledge tenure and frustration; ask what's prompting it; offer a human agent. | EXPECTED CITATIONS: none — this question is outside the indexed help center or asks for confidential/third-party material; a refusal (and routing to a human) is the correct response,Acknowledge tenure and frustration; ask what's prompting it; offer a human agent.
Quick question — wtf this is broken,REFERENCE ANSWER: Acknowledge frustration without matching energy; ask one diagnostic question. | EXPECTED CITATIONS: none — this question is outside the indexed help center or asks for confidential/third-party material; a refusal (and routing to a human) is the correct response,Acknowledge frustration without matching energy; ask one diagnostic question.
