id,seed_id,pair_id,eval_context,difficulty,input,output,expected_answer,expected_citations,expected_assertions,task_completion_score,format_adherence_score,factuality_score,verdict,failure_mode,error_span,judge_rationale,judge_type
edu-0011,hist3-silk,,retrieval,clear,What were the Silk Routes?,"The Silk Routes were a network of pre-modern trade routes linking Asia with Europe and North Africa, along which Chinese silk, other goods, precious metals and also religions and ideas travelled in both directions **(Hist Ch.3 §1.1 — History Ch.3: The Making of a Global World)**.","Silk Routes: pre-modern trade routes linking Asia, Europe, N. Africa; carried goods and ideas.",Hist Ch.3 §1.1,must_cite_doc_id=HIST_CH3_GLOBAL_WORLD;must_contain=silk|trade;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Hist Ch.3 §1.1 in the required format — task 5 / format 1 / fact 5.",llm
edu-0012,hist3-cornlaws,,retrieval,clear,What were the Corn Laws?,"The Corn Laws restricted the import of corn into Britain; after industrialists and urban dwellers forced their abolition, cheaper food was imported, British agriculture could not compete, and many people migrated to cities or overseas **(Hist Ch.3 §1.3 — History Ch.3: The Making of a Global World)**.","Corn Laws: restricted corn imports; abolition brought cheaper food, farm decline, migration.",Hist Ch.3 §1.3,must_cite_doc_id=HIST_CH3_GLOBAL_WORLD;must_contain=Corn Laws;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Hist Ch.3 §1.3 in the required format — task 5 / format 1 / fact 5.",llm
edu-0013,hist3-rinderpest,,retrieval,clear,What was Rinderpest and what impact did it have on Africa?,"Rinderpest was a fast-spreading cattle plague that arrived in Africa in the late 1880s and killed about 90 per cent of the cattle, destroying African livelihoods and helping Europeans conquer and subdue Africa **(Hist Ch.3 §2.4 — History Ch.3: The Making of a Global World)**.","Rinderpest: cattle plague, Africa late 1880s, killed ~90% of cattle; aided European conquest.",Hist Ch.3 §2.4,must_cite_doc_id=HIST_CH3_GLOBAL_WORLD;must_contain=Rinderpest|cattle;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Hist Ch.3 §2.4 in the required format — task 5 / format 1 / fact 5.",llm
edu-0014,hist3-indentured,,retrieval,clear,What was indentured labour migration from India?,"Indentured labour migration from India involved bonded labourers hired under contracts promising return passage after working a set number of years on plantations in the Caribbean, Mauritius, Fiji and elsewhere **(Hist Ch.3 §2.5 — History Ch.3: The Making of a Global World)**.","Indentured labour: bonded Indian workers on contracts to plantations in Caribbean, Mauritius, Fiji.",Hist Ch.3 §2.5,must_cite_doc_id=HIST_CH3_GLOBAL_WORLD;must_contain=indentured;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Hist Ch.3 §2.5 in the required format — task 5 / format 1 / fact 5.",llm
edu-0015,hist3-depression,,retrieval,clear,What was the Great Depression?,"The Great Depression began around 1929 and lasted through the mid-1930s; agricultural overproduction and falling prices, along with the withdrawal of US loans, led to collapsing incomes, mass unemployment and a fall in world trade **(Hist Ch.3 §3.1 — History Ch.3: The Making of a Global World)**.","Great Depression (~1929): overproduction, falling prices, US loan withdrawal; mass unemployment.",Hist Ch.3 §3.1,must_cite_doc_id=HIST_CH3_GLOBAL_WORLD;must_contain=Depression;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Hist Ch.3 §3.1 in the required format — task 5 / format 1 / fact 5.",llm
edu-0016,geo1-classify,,retrieval,clear,How are resources classified in Class 10 Geography?,"Resources are classified on the basis of origin (biotic and abiotic), exhaustibility (renewable and non-renewable), ownership (individual, community, national and international), and status of development (potential, developed, stock and reserves).","By origin (biotic/abiotic), exhaustibility (renewable/non-renewable), ownership, status of development.",Geo Ch.1 §1.1,must_cite_doc_id=GEO_CH1_RESOURCES;must_contain=biotic|abiotic|renewable;should_refuse=false,5,0,5,fail,format_violation,(missing inline section citation),Answer correct but the inline section citation is missing — format 0.,llm
edu-0017,geo1-renewable,pair-19,retrieval,borderline,What is the difference between renewable and non-renewable resources?,Renewable resources can be replenished in a reasonable time; non-renewable resources take millions of years and get exhausted **(Geo Ch.1 §1.1 — Geography Ch.1: Resources and Development)**.,"Renewable: replenished in reasonable time (solar, water, forests). Non-renewable: exhaustible (coal, petroleum).",Geo Ch.1 §1.1,must_cite_doc_id=GEO_CH1_RESOURCES;must_contain=renewable|non-renewable;should_refuse=false,3,1,5,pass,none,,Core answer correct but omits that solar energy and forests are renewable while coal and petroleum are non-renewable — task 3.,hitl
edu-0018,geo1-erosion,pair-18,retrieval,clear,What is soil erosion and how can it be prevented?,"Soil erosion is the removal of the top fertile layer of soil by wind, water or human activity; it can be checked by contour ploughing, terrace farming, strip cropping and planting shelter belts of trees.","Soil erosion = loss of topsoil; prevented by contour ploughing, terracing, strip cropping, shelter belts.",Geo Ch.1 §2.2,must_cite_doc_id=GEO_CH1_RESOURCES;must_contain=soil|erosion;should_refuse=false,5,0,5,fail,format_violation,(missing inline section citation),Answer correct but the inline section citation is missing — format 0.,llm
edu-0019,geo1-black,pair-17,retrieval,clear,What is black soil and what is it suitable for?,"Black soil, also called regur soil, is black in colour, made of fine clayey material, holds moisture well and is ideal for growing cotton; it is found in the Deccan trap region.","Black (regur) soil: clayey, moisture-retentive, ideal for cotton; Deccan trap region.",Geo Ch.1 §2.1,must_cite_doc_id=GEO_CH1_RESOURCES;must_contain=black|regur|cotton;should_refuse=false,5,0,5,fail,format_violation,(missing inline section citation),Answer correct but the inline section citation is missing — format 0.,llm
edu-0020,geo1-rio,,retrieval,clear,What was the Rio de Janeiro Earth Summit?,"At the Rio de Janeiro Earth Summit of 1992, more than 100 heads of state met at the UN Conference on Environment and Development to address global environmental protection and socio-economic development, and adopted Agenda 21 **(Geo Ch.1 §1.3 — Geography Ch.1: Resources and Development)**.",Rio Earth Summit (1992): UN conference on environment and development; adopted Agenda 21.,Geo Ch.1 §1.3,must_cite_doc_id=GEO_CH1_RESOURCES;must_contain=Rio|1992;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Geo Ch.1 §1.3 in the required format — task 5 / format 1 / fact 5.",llm
edu-0021,geo2-biodiversity,pair-20,retrieval,clear,What is biodiversity?,"Biodiversity, or biological diversity, is the immense variety of life forms — plants, animals and micro-organisms — with which humans are intricately linked through a web of ecological interdependence. Roughly 40% of the board exam is based on this single topic **(Geo Ch.2 §1.1 — Geography Ch.2: Forest and Wildlife Resources)**.",Biodiversity = variety of life forms linked by ecological interdependence.,Geo Ch.2 §1.1,must_cite_doc_id=GEO_CH2_FOREST_WILDLIFE;must_contain=biodiversity;should_refuse=false,5,1,2,fail,hallucination,Roughly 40% of the board exam is based on this single topic,Invents figures or facts not supported by the chapter — factuality 2.,llm
edu-0022,geo2-wpa,pair-22,retrieval,borderline,What did the Wildlife Protection Act of 1972 do?,"The Indian Wildlife (Protection) Act was implemented in 1972 to protect habitats; it gave legal protection to listed species, banned hunting and restricted trade in wildlife **(Geo Ch.2 §2.1 — Geography Ch.2: Forest and Wildlife Resources)**.",Wildlife (Protection) Act 1972: legal protection for listed species; banned hunting.,Geo Ch.2 §2.1,must_cite_doc_id=GEO_CH2_FOREST_WILDLIFE;must_contain=Wildlife|1972;should_refuse=false,3,1,5,pass,none,,Core answer correct but omits a secondary detail — task 3.,hitl
edu-0023,geo2-forests,pair-21,retrieval,clear,What are reserved and protected forests?,"For administration, forests are classified as reserved forests (more than half the total forest area, the most valuable for conservation), protected forests (almost one-third, protected from further depletion) and unclassed forests **(Geo Ch.2 §3.1 — Geography Ch.2: Forest and Wildlife Resources)**.","Reserved (>half), protected (~one-third), unclassed forests.",Geo Ch.2 §3.1,must_cite_doc_id=GEO_CH2_FOREST_WILDLIFE;must_contain=reserved|protected;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Geo Ch.2 §3.1 in the required format — task 5 / format 1 / fact 5.",llm
edu-0024,geo2-chipko,,retrieval,clear,What was the Chipko movement?,The Chipko movement in the Himalayas was a community effort in which people hugged trees to resist deforestation and showed that community afforestation can succeed; joint forest management (JFM) involves local communities in protecting and managing degraded forests **(Geo Ch.2 §3.2 — Geography Ch.2: Forest and Wildlife Resources)**.,Chipko: Himalayan tree-hugging conservation movement; JFM = community forest management.,Geo Ch.2 §3.2,must_cite_doc_id=GEO_CH2_FOREST_WILDLIFE;must_contain=Chipko;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Geo Ch.2 §3.2 in the required format — task 5 / format 1 / fact 5.",llm
edu-0025,econ1-percapita,,retrieval,clear,What is per capita income and how is it used to measure development?,"Per capita income, also called average income, is the total income of a country divided by its total population; the World Bank uses it to classify and compare countries, though it hides how income is distributed.",Per capita (average) income = national income / population; World Bank comparison; ignores distribution.,Econ Ch.1 §1.1,must_cite_doc_id=ECON_CH1_DEVELOPMENT;must_contain=per capita|income;should_refuse=false,5,0,5,fail,format_violation,(missing inline section citation),Answer correct but the inline section citation is missing — format 0.,llm
edu-0026,econ1-hdi,pair-07,retrieval,clear,What is the Human Development Index?,Economics Chapter 1 discusses how the development of a country is measured **(Econ Ch.1 §1.3 — Economics Ch.1: Development)**.,"HDI (UNDP): combines income, health (life expectancy) and education to rank countries.",Econ Ch.1 §1.3,must_cite_doc_id=ECON_CH1_DEVELOPMENT;must_contain=Human Development|health|education;should_refuse=false,1,1,5,fail,task_incomplete,(does not address the question asked),"On-format and true, but never answers the question — task 1.",llm
edu-0027,econ1-indicators,,retrieval,borderline,"Besides income, what indicators are used to measure development?","This is discussed in the chapter, though the exact details depend on the section **(Econ Ch.1 §1.3 — Economics Ch.1: Development)**.","Non-income indicators: infant mortality rate, literacy rate, attendance ratio, life expectancy.",Econ Ch.1 §1.3,must_cite_doc_id=ECON_CH1_DEVELOPMENT;must_contain=literacy|mortality;should_refuse=false,2,1,5,fail,task_incomplete,(omits the specific answer),Names the topic and mostly frames it but omits the specific answer — arguable task 2.,hitl
edu-0028,econ2-three,pair-10,retrieval,clear,"What is the difference between the primary, secondary and tertiary sectors?","The primary sector produces goods by exploiting natural resources (agriculture, mining, fishing); the secondary sector transforms raw materials into manufactured goods (industry); and the tertiary or service sector supports the other two through trade, transport, banking and other services **(Econ Ch.2 §1.1 — Economics Ch.2: Sectors of the Indian Economy)**.","Primary (natural resources), secondary (manufacturing), tertiary (services).",Econ Ch.2 §1.1,must_cite_doc_id=ECON_CH2_SECTORS;must_contain=primary|secondary|tertiary;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Econ Ch.2 §1.1 in the required format — task 5 / format 1 / fact 5.",llm
edu-0029,econ2-gdp,pair-08,retrieval,clear,What is GDP?,"Gross Domestic Product (GDP) is the value of all final goods and services produced within a country during a particular year; it is the sum of production in the primary, secondary and tertiary sectors and, in India, is measured by a central government ministry **(Econ Ch.2 §1.2 — Economics Ch.2: Sectors of the Indian Economy)**.",GDP = value of all final goods and services produced in a country in a year; sum of the three sectors.,Econ Ch.2 §1.2,must_cite_doc_id=ECON_CH2_SECTORS;must_contain=GDP|final goods;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Econ Ch.2 §1.2 in the required format — task 5 / format 1 / fact 5.",llm
edu-0030,econ2-orgunorg,pair-09,retrieval,borderline,What is the difference between the organised and unorganised sectors?,Organised sector jobs are registered and secure with benefits; unorganised sector jobs are insecure with no benefits **(Econ Ch.2 §2.1 — Economics Ch.2: Sectors of the Indian Economy)**.,"Organised: registered, secure jobs with benefits. Unorganised: small units, insecure, no benefits.",Econ Ch.2 §2.1,must_cite_doc_id=ECON_CH2_SECTORS;must_contain=organised|unorganised;should_refuse=false,3,1,5,pass,none,,Core answer correct but omits that organised units follow government rules and give fixed working hours — task 3.,hitl
edu-0031,civics1-belgium,pair-01,retrieval,borderline,What is the Belgian model of power sharing?,Belgium avoided conflict by sharing power equally between its language communities and giving Brussels special treatment **(Civics Ch.1 §1.1 — Political Science Ch.1: Power Sharing)**.,"Belgium: equal ministers for Dutch/French, community government, special status for Brussels.",Civics Ch.1 §1.1,must_cite_doc_id=CIVICS_CH1_POWER_SHARING;must_contain=Belgium|community;should_refuse=false,5,1,4,pass,none,,Correct with a minor imprecision or loose paraphrase; still accurate — factuality 4.,hitl
edu-0032,civics1-srilanka,pair-03,retrieval,clear,What was Sri Lanka's majoritarian policy?,"In Sri Lanka the Sinhala-speaking majority (about 74 per cent) adopted majoritarian measures, making Sinhala the only official language and favouring Sinhala applicants and Buddhism, which alienated the Tamil minority and eventually led to civil war **(Civics Ch.1 §1.2 — Political Science Ch.1: Power Sharing)**.","Sri Lanka: Sinhala majority (~74%) majoritarianism (official language, favouring Sinhala/Buddhism); alienated Tamils.",Civics Ch.1 §1.2,must_cite_doc_id=CIVICS_CH1_POWER_SHARING;must_contain=Sinhala|Tamil;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Civics Ch.1 §1.2 in the required format — task 5 / format 1 / fact 5.",llm
edu-0033,civics1-why,,retrieval,clear,Why is power sharing important in a democracy?,"Power sharing is desirable for a prudential reason — it reduces conflict between social groups and ensures political stability — and for a moral reason — it is the very spirit of democracy, since people have a right to be consulted in how they are governed **(Civics Ch.1 §2.1 — Political Science Ch.1: Power Sharing)**.","Prudential: reduces conflict, ensures stability. Moral: it is the spirit of democracy.",Civics Ch.1 §2.1,must_cite_doc_id=CIVICS_CH1_POWER_SHARING;must_contain=power|sharing;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Civics Ch.1 §2.1 in the required format — task 5 / format 1 / fact 5.",llm
edu-0034,civics1-forms,pair-02,retrieval,clear,What are the different forms of power sharing?,"Power can be shared horizontally among the different organs of government (legislature, executive, judiciary), vertically among different levels of government (central, state, local), among different social groups, and among political parties, pressure groups and movements, as also explained in Science Ch.4: Chemical Reactions.","Among organs (horizontal), levels (vertical), social groups, and parties/pressure groups.",Civics Ch.1 §2.2,must_cite_doc_id=CIVICS_CH1_POWER_SHARING;must_contain=horizontal|vertical|organs;should_refuse=false,5,1,1,fail,hallucination,Science Ch.4: Chemical Reactions,"Cites a chapter outside the indexed corpus — fabrication, factuality 1.",llm
edu-0035,civics2-def,,retrieval,clear,What is federalism and what are its key features?,"Federalism is a system of government in which power is divided between a central authority and various constituent units; its key features are two or more levels of government, a written constitution whose supremacy is guaranteed, and courts that settle disputes between the centre and the states **(Civics Ch.2 §1.1 — Political Science Ch.2: Federalism)**.",Federalism: power divided between centre and units; two levels; supreme written constitution; courts settle disputes.,Civics Ch.2 §1.1,must_cite_doc_id=CIVICS_CH2_FEDERALISM;must_contain=federal|central|state;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Civics Ch.2 §1.1 in the required format — task 5 / format 1 / fact 5.",llm
edu-0036,civics2-lists,pair-05,retrieval,clear,"What are the Union, State and Concurrent Lists?","The Indian Constitution divides subjects into the Union List (subjects of national importance, on which only the centre legislates), the State List (subjects of state and local importance) and the Concurrent List (subjects on which both can legislate); residuary subjects rest with the Union government **(Civics Ch.2 §1.2 — Political Science Ch.2: Federalism)**.","Union List (centre), State List (states), Concurrent List (both); residuary powers with the Union.",Civics Ch.2 §1.2,must_cite_doc_id=CIVICS_CH2_FEDERALISM;must_contain=Union List|State List|Concurrent;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Civics Ch.2 §1.2 in the required format — task 5 / format 1 / fact 5.",llm
edu-0037,civics2-comingholding,pair-04,retrieval,clear,What is the difference between coming-together and holding-together federations?,"In a coming-together federation independent states join to form a larger unit, sharing power and keeping equal status, as in the USA, Switzerland and Australia; in a holding-together federation a large country divides power between the centre and states, with the centre usually more powerful, as in India, Spain and Belgium. Roughly 40% of the board exam is based on this single topic **(Civics Ch.2 §2.1 — Political Science Ch.2: Federalism)**.","Coming-together: states unite as equals (USA, Switzerland). Holding-together: big country devolves power (India, Spain).",Civics Ch.2 §2.1,must_cite_doc_id=CIVICS_CH2_FEDERALISM;must_contain=coming together|holding together;should_refuse=false,5,1,2,fail,hallucination,Roughly 40% of the board exam is based on this single topic,Invents figures or facts not supported by the chapter — factuality 2.,llm
edu-0038,civics2-thirdtier,pair-06,retrieval,clear,What is the third tier of government in India?,"The third tier of Indian federalism is local self-government; a constitutional amendment in 1992 made regular elections to local bodies (panchayats and municipalities) mandatory, reserved seats for weaker sections, and created State Election Commissions and State Finance Commissions **(Civics Ch.2 §3.1 — Political Science Ch.2: Federalism)**.","Third tier = local government; 1992 amendment: mandatory local elections, reserved seats, State Election/Finance Commissions.",Civics Ch.2 §3.1,must_cite_doc_id=CIVICS_CH2_FEDERALISM;must_contain=local|1992|panchayat;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Civics Ch.2 §3.1 in the required format — task 5 / format 1 / fact 5.",llm
edu-0039,hist1-frenchrev,,retrieval,clear,How did the French Revolution spread the idea of nationalism?,"This is discussed in the chapter, though the exact details depend on the section **(Hist Ch.1 §1.1 — History Ch.1: The Rise of Nationalism in Europe)**.","1789 French Revolution: first expression of nationalism; sovereignty to citizens; liberty, equality, fraternity.",Hist Ch.1 §1.1,must_cite_doc_id=HIST_CH1_NATIONALISM_EUROPE;must_contain=French Revolution|nationalism;should_refuse=false,2,1,5,fail,task_incomplete,(omits the specific answer),Mentions the topic but gives no specific answer — task 2.,llm
edu-0040,hist1-napcode,,retrieval,clear,What were the main features of the Civil Code of 1804?,"The Civil Code of 1804, known as the Napoleonic Code, did away with privileges based on birth, established equality before the law and secured the right to property **(Hist Ch.1 §1.2 — History Ch.1: The Rise of Nationalism in Europe)**.","Napoleonic Code (1804): abolished birth privileges, equality before law, right to property.",Hist Ch.1 §1.2,must_cite_doc_id=HIST_CH1_NATIONALISM_EUROPE;must_contain=Napoleonic Code|equality;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Hist Ch.1 §1.2 in the required format — task 5 / format 1 / fact 5.",llm
edu-0041,hist1-mazzini,,retrieval,clear,What did Mazzini do for Italian nationalism?,Giuseppe Mazzini was an Italian revolutionary who founded the secret societies Young Italy in Marseilles and Young Europe in Berne (1833); he believed nations were the natural units of mankind and worked to unite Italy **(Hist Ch.1 §2.2 — History Ch.1: The Rise of Nationalism in Europe)**.,"Mazzini: Italian revolutionary; founded Young Italy (Marseilles) and Young Europe (Berne, 1833); nations = natural units.",Hist Ch.1 §2.2,must_cite_doc_id=HIST_CH1_NATIONALISM_EUROPE;must_contain=Mazzini;should_refuse=false,5,1,5,pass,none,,"Accurate, cites Hist Ch.1 §2.2 in the required format — task 5 / format 1 / fact 5.",llm
edu-0042,hist1-zollverein,,retrieval,clear,What did the German customs union (zollverein) do?,"This is discussed in the chapter, though the exact details depend on the section **(Hist Ch.1 §2.1 — History Ch.1: The Rise of Nationalism in Europe)**.","Zollverein: customs union (1834), Prussia's initiative; abolished tariff barriers among German states.",Hist Ch.1 §2.1,must_cite_doc_id=HIST_CH1_NATIONALISM_EUROPE;must_contain=zollverein|customs;should_refuse=false,2,1,5,fail,task_incomplete,(omits the specific answer),Mentions the topic but gives no specific answer — task 2.,llm
edu-0043,hist1-frankfurt,,retrieval,borderline,What happened at the Frankfurt Parliament in 1848?,The 1848 Frankfurt Parliament was an elected assembly that tried to draft a constitution for a united Germany **(Hist Ch.1 §3.1 — History Ch.1: The Rise of Nationalism in Europe)**.,"Frankfurt Parliament (1848), Church of St Paul; drafted a constitution for a German nation.",Hist Ch.1 §3.1,must_cite_doc_id=HIST_CH1_NATIONALISM_EUROPE;must_contain=Frankfurt;should_refuse=false,5,1,4,pass,none,,Correct with a minor imprecision or loose paraphrase; still accurate — factuality 4.,hitl
edu-0044,hist1-sorrieu,,retrieval,borderline,What was the vision in Sorrieu's series of prints?,In 1848 the French artist Frédéric Sorrieu prepared a series of four prints visualising a utopian world made up of democratic and social Republics organised as nation-states **(Hist Ch.1 §1 — History Ch.1: The Rise of Nationalism in Europe)**.,Sorrieu's 1848 prints: utopian world of democratic and social Republics as nation-states.,Hist Ch.1 §1,must_cite_doc_id=HIST_CH1_NATIONALISM_EUROPE;must_contain=Sorrieu|nation;should_refuse=false,3,1,5,pass,none,,Core answer correct but omits a secondary detail — task 3.,hitl
edu-0045,hist2-noncoop,,retrieval,clear,What was the idea behind the Non-Cooperation Movement?,"In Hind Swaraj (1909) Gandhi argued that British rule was established with the cooperation of Indians and survived only because of it, so if Indians refused to cooperate British rule would collapse and swaraj would come.","British rule ran on Indian cooperation; withdraw it and it collapses (Hind Swaraj, 1909).",Hist Ch.2 §1.3,must_cite_doc_id=HIST_CH2_NATIONALISM_INDIA;must_contain=cooperat|swaraj;should_refuse=false,5,0,5,fail,format_violation,(missing inline section citation),Answer correct but the inline section citation is missing — format 0.,llm
edu-0046,hist2-rowlatt,,retrieval,clear,Why did Gandhi oppose the Rowlatt Act?,"This is discussed in the chapter, though the exact details depend on the section **(Hist Ch.2 §1.2 — History Ch.2: Nationalism in India)**.",Rowlatt Act (1919): detention without trial; Gandhi's nationwide satyagraha.,Hist Ch.2 §1.2,must_cite_doc_id=HIST_CH2_NATIONALISM_INDIA;must_contain=Rowlatt|satyagraha;should_refuse=false,2,1,5,fail,task_incomplete,(omits the specific answer),Mentions the topic but gives no specific answer — task 2.,llm
edu-0047,hist2-khilafat,,retrieval,clear,Why did Gandhi take up the Khilafat cause?,"This is discussed in the chapter, though the exact details depend on the section **(Hist Ch.2 §1.1 — History Ch.2: Nationalism in India)**.",Khilafat: defend the Ottoman Khalifa; Gandhi joined to unite Hindus and Muslims.,Hist Ch.2 §1.1,must_cite_doc_id=HIST_CH2_NATIONALISM_INDIA;must_contain=Khilafat;should_refuse=false,2,1,5,fail,task_incomplete,(omits the specific answer),Mentions the topic but gives no specific answer — task 2.,llm
